TimeDelta,median_ZigBee,LB_ZigBee,UB_ZigBee,median_BLE_2M,LB_BLE_2M,UB_BLE_2M,median_BLE_1M,LB_BLE_1M,UB_BLE_1M,median_BLE_500K,LB_BLE_500K,UB_BLE_500K,median_BLE_125K,LB_BLE_125K,UB_BLE_125K
-140,100.0,,,30.0,,,47.5,,,85.0,,,100.0,,
-120,100.0,,,50.0,,,50.0,,,90.0,,,100.0,,
-100,100.0,,,30.0,,,67.5,,,100.0,,,100.0,,
-90,100.0,,,25.0,,,60.0,,,100.0,,,100.0,,
-80,100.0,,,25.0,,,50.0,,,100.0,,,100.0,,
-70,100.0,,,35.0,,,40.0,,,95.0,,,87.5,,
-60,100.0,,,15.0,,,17.5,,,100.0,,,100.0,,
-50,100.0,,,25.0,,,57.5,,,100.0,,,100.0,,
-40,100.0,,,10.0,,,47.5,,,100.0,,,97.5,,
-30,100.0,,,0.0,,,72.5,,,95.0,,,97.5,,
-20,100.0,,,25.0,,,87.5,,,90.0,,,100.0,,
-10,100.0,,,80.0,,,87.5,,,80.0,,,100.0,,
0,100.0,,,100.0,,,100.0,,,100.0,,,100.0,,
10,100.0,,,40.0,,,92.5,,,80.0,,,100.0,,
20,100.0,,,55.0,,,60.0,,,90.0,,,100.0,,
30,100.0,,,50.0,,,82.5,,,100.0,,,97.5,,
40,100.0,,,20.0,,,87.5,,,100.0,,,100.0,,
50,100.0,,,25.0,,,85.0,,,100.0,,,100.0,,
60,100.0,,,50.0,,,80.0,,,95.0,,,92.5,,
70,100.0,,,35.0,,,67.5,,,100.0,,,100.0,,
80,100.0,,,30.0,,,57.5,,,95.0,,,100.0,,
90,100.0,,,45.0,,,55.0,,,95.0,,,97.5,,
100,100.0,,,20.0,,,80.0,,,100.0,,,100.0,,
120,100.0,,,25.0,,,57.5,,,85.0,,,100.0,,
140,100.0,,,20.0,,,57.5,,,90.0,,,100.0,,
