TimeDelta,median_ZigBee,LB_ZigBee,UB_ZigBee,median_BLE_2M,LB_BLE_2M,UB_BLE_2M,median_BLE_1M,LB_BLE_1M,UB_BLE_1M,median_BLE_500K,LB_BLE_500K,UB_BLE_500K,median_BLE_125K,LB_BLE_125K,UB_BLE_125K
0,100.0,100.0,100.0,65.0,65.0,95.0,95.0,80.0,100.0,95.0,90.0,95.0,100.0,100.0,100.0
1,95.0,90.0,100.0,50.0,40.0,65.0,90.0,60.0,90.0,80.0,70.0,90.0,100.0,100.0,100.0
2,90.0,85.0,100.0,45.0,40.0,65.0,80.0,35.0,80.0,67.5,55.0,70.0,100.0,100.0,100.0
3,85.0,80.0,90.0,45.0,40.0,45.0,70.0,65.0,80.0,67.5,50.0,80.0,100.0,100.0,100.0
4,85.0,75.0,90.0,30.0,0.0,55.0,60.0,40.0,80.0,55.0,50.0,80.0,100.0,95.0,100.0
5,80.0,75.0,85.0,15.0,10.0,20.0,60.0,60.0,70.0,42.5,35.0,50.0,100.0,90.0,100.0
6,80.0,75.0,85.0,5.0,0.0,10.0,55.0,45.0,65.0,32.5,25.0,50.0,100.0,90.0,100.0
7,75.0,70.0,75.0,0.0,0.0,5.0,55.0,45.0,80.0,32.5,20.0,50.0,90.0,75.0,100.0
8,75.0,70.0,85.0,0.0,0.0,0.0,65.0,20.0,70.0,27.5,15.0,35.0,95.0,75.0,100.0
9,75.0,60.0,80.0,0.0,0.0,0.0,40.0,25.0,65.0,17.5,5.0,25.0,100.0,70.0,100.0
10,70.0,60.0,75.0,0.0,0.0,0.0,40.0,25.0,50.0,20.0,10.0,35.0,100.0,60.0,100.0
11,55.0,45.0,60.0,0.0,0.0,0.0,45.0,25.0,45.0,7.5,5.0,25.0,95.0,60.0,100.0
12,60.0,45.0,70.0,0.0,0.0,0.0,45.0,20.0,45.0,2.5,0.0,15.0,80.0,40.0,95.0
13,60.0,60.0,70.0,0.0,0.0,0.0,5.0,5.0,40.0,5.0,0.0,10.0,85.0,35.0,90.0
14,45.0,40.0,50.0,0.0,0.0,0.0,15.0,0.0,30.0,2.5,0.0,20.0,90.0,30.0,90.0
15,55.0,40.0,65.0,0.0,0.0,0.0,5.0,0.0,20.0,2.5,0.0,15.0,85.0,15.0,85.0
16,,,,,,,,,,,,,,,
20,40.0,35.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,15.0,90.0
25,50.0,50.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,65.0
30,20.0,15.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,40.0
35,50.0,45.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.0,65.0
40,65.0,60.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,70.0
45,80.0,75.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,55.0,80.0
50,70.0,65.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,50.0,75.0
60,25.0,20.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,80.0
70,20.0,20.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,50.0,85.0
75,,,,,,,,,,,,,,,
80,35.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,10.0,75.0
90,30.0,25.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,15.0,60.0
100,70.0,55.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,70.0
120,70.0,70.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,10.0,95.0
140,80.0,80.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,10.0,95.0
