TimeDelta,median_ZigBee,LB_ZigBee,UB_ZigBee,median_BLE_2M,LB_BLE_2M,UB_BLE_2M,median_BLE_1M,LB_BLE_1M,UB_BLE_1M,median_BLE_500K,LB_BLE_500K,UB_BLE_500K,median_BLE_125K,LB_BLE_125K,UB_BLE_125K
-140,100.0,90.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,60.0,85.0
-120,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,65.0,90.0
-100,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,30.0,40.0
-90,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,50.0
-80,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,55.0
-75,,,,,,,,,,,,,,,
-70,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,60.0,70.0
-60,95.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,55.0,60.0
-50,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,65.0,80.0
-45,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,85.0,80.0,95.0
-40,95.0,90.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,90.0,70.0,100.0
-35,75.0,70.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,45.0,35.0,55.0
-30,80.0,75.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,10.0,10.0,5.0,35.0
-25,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,5.0,35.0,25.0,50.0
-20,75.0,60.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,45.0,25.0,75.0
-16,,,,,,,,,,,,,,,
-15,75.0,70.0,85.0,0.0,0.0,0.0,17.5,10.0,30.0,22.5,15.0,35.0,65.0,10.0,80.0
-14,80.0,75.0,90.0,0.0,0.0,0.0,35.0,30.0,40.0,27.5,10.0,30.0,70.0,15.0,80.0
-13,80.0,70.0,90.0,0.0,0.0,0.0,50.0,30.0,55.0,40.0,10.0,45.0,55.0,30.0,75.0
-12,85.0,80.0,95.0,0.0,0.0,0.0,47.5,40.0,55.0,35.0,15.0,45.0,65.0,35.0,75.0
