TimeDelta,median_ZigBee,LB_ZigBee,UB_ZigBee,median_BLE_2M,LB_BLE_2M,UB_BLE_2M,median_BLE_1M,LB_BLE_1M,UB_BLE_1M,median_BLE_500K,LB_BLE_500K,UB_BLE_500K,median_BLE_125K,LB_BLE_125K,UB_BLE_125K
-140,100.0,100.0,100.0,47.5,45.0,80.0,40.0,15.0,75.0,90.0,85.0,95.0,100.0,100.0,100.0
-120,100.0,100.0,100.0,62.5,40.0,80.0,45.0,15.0,80.0,87.5,85.0,95.0,100.0,100.0,100.0
-100,100.0,100.0,100.0,57.5,50.0,70.0,20.0,5.0,75.0,95.0,90.0,100.0,100.0,100.0,100.0
-90,100.0,100.0,100.0,80.0,60.0,85.0,40.0,10.0,80.0,100.0,95.0,100.0,100.0,95.0,100.0
-80,100.0,100.0,100.0,65.0,55.0,75.0,65.0,15.0,75.0,100.0,100.0,100.0,100.0,100.0,100.0
-70,100.0,100.0,100.0,62.5,55.0,75.0,40.0,15.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0
-60,100.0,100.0,100.0,70.0,55.0,85.0,45.0,20.0,65.0,92.5,90.0,100.0,100.0,90.0,100.0
-50,100.0,100.0,100.0,62.5,50.0,70.0,65.0,30.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0
-40,100.0,100.0,100.0,87.5,70.0,95.0,75.0,35.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0
-30,100.0,100.0,100.0,65.0,60.0,75.0,80.0,40.0,85.0,100.0,95.0,100.0,100.0,100.0,100.0
-20,100.0,100.0,100.0,70.0,70.0,80.0,95.0,45.0,100.0,90.0,85.0,95.0,95.0,90.0,100.0
-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0,100.0,100.0,100.0,100.0
0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
10,100.0,100.0,100.0,100.0,90.0,100.0,100.0,75.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0
20,100.0,100.0,100.0,85.0,75.0,90.0,90.0,35.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0
30,100.0,100.0,100.0,47.5,30.0,60.0,85.0,35.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0
40,100.0,100.0,100.0,60.0,45.0,75.0,65.0,15.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0
50,100.0,100.0,100.0,52.5,35.0,55.0,55.0,30.0,75.0,100.0,100.0,100.0,100.0,100.0,100.0
60,100.0,100.0,100.0,60.0,55.0,70.0,30.0,10.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0
70,100.0,100.0,100.0,50.0,25.0,80.0,35.0,15.0,70.0,100.0,95.0,100.0,95.0,90.0,100.0
80,100.0,100.0,100.0,40.0,25.0,60.0,55.0,20.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0
90,100.0,100.0,100.0,50.0,35.0,60.0,50.0,20.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0
100,100.0,100.0,100.0,62.5,40.0,85.0,15.0,5.0,45.0,95.0,90.0,100.0,100.0,95.0,100.0
120,100.0,100.0,100.0,67.5,55.0,80.0,45.0,15.0,70.0,100.0,90.0,100.0,100.0,100.0,100.0
140,100.0,100.0,100.0,70.0,55.0,80.0,45.0,20.0,55.0,95.0,80.0,95.0,100.0,100.0,100.0
