ExpCount,TxPowerA,TxPowerB,Mode,TimeDelta,RxCount,TxCount,RssiA,RssiB,PRR,PowerDelta,DateTime,SamePayload,TransPair
28,8,-8,0,-1,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
29,8,-8,0,0,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
30,8,-8,0,1,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
31,8,-8,0,2,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
32,8,-8,0,3,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
33,8,-8,0,4,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
34,8,-8,0,5,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
35,8,-8,0,6,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
36,8,-8,0,7,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
37,8,-8,0,8,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
38,8,-8,0,9,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
39,8,-8,0,10,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
40,8,-8,0,11,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
41,8,-8,0,12,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
42,8,-8,0,13,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
43,8,-8,0,14,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
44,8,-8,0,15,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
45,8,-8,0,20,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
46,8,-8,0,25,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
47,8,-8,0,30,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
48,8,-8,0,35,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
49,8,-8,0,40,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
50,8,-8,0,45,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
51,8,-8,0,50,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
52,8,-8,0,60,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
53,8,-8,0,70,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
54,8,-8,0,80,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
55,8,-8,0,90,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
56,8,-8,0,100,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
57,8,-8,0,120,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
58,8,-8,0,140,20,20,-63.0,-80.0,100.0,-17.0,2019-10-03 15:21:35,1,B
59,8,-4,0,-140,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
60,8,-4,0,-120,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
61,8,-4,0,-100,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
62,8,-4,0,-90,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
63,8,-4,0,-80,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
64,8,-4,0,-70,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
65,8,-4,0,-60,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
66,8,-4,0,-50,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
67,8,-4,0,-45,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
68,8,-4,0,-40,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
69,8,-4,0,-35,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
70,8,-4,0,-30,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
71,8,-4,0,-25,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
72,8,-4,0,-20,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
73,8,-4,0,-15,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
74,8,-4,0,-14,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
75,8,-4,0,-13,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
76,8,-4,0,-12,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
77,8,-4,0,-11,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
78,8,-4,0,-10,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
79,8,-4,0,-9,19,20,-63.0,-76.0,95.0,-13.0,2019-10-03 15:21:35,1,B
80,8,-4,0,-8,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
81,8,-4,0,-7,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
82,8,-4,0,-6,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
83,8,-4,0,-5,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
84,8,-4,0,-4,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
85,8,-4,0,-3,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
86,8,-4,0,-2,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
87,8,-4,0,-1,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
88,8,-4,0,0,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
89,8,-4,0,1,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
90,8,-4,0,2,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
91,8,-4,0,3,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
92,8,-4,0,4,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
93,8,-4,0,5,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
94,8,-4,0,6,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
95,8,-4,0,7,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
96,8,-4,0,8,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
97,8,-4,0,9,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
98,8,-4,0,10,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
99,8,-4,0,11,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
100,8,-4,0,12,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
101,8,-4,0,13,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
102,8,-4,0,14,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
103,8,-4,0,15,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
104,8,-4,0,20,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
105,8,-4,0,25,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
106,8,-4,0,30,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
107,8,-4,0,35,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
108,8,-4,0,40,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
109,8,-4,0,45,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
110,8,-4,0,50,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
111,8,-4,0,60,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
112,8,-4,0,70,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
113,8,-4,0,80,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
114,8,-4,0,90,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
115,8,-4,0,100,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
116,8,-4,0,120,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
117,8,-4,0,140,20,20,-63.0,-76.0,100.0,-13.0,2019-10-03 15:21:35,1,B
118,8,0,0,-140,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
119,8,0,0,-120,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
120,8,0,0,-100,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
121,8,0,0,-90,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
122,8,0,0,-80,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
123,8,0,0,-70,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
124,8,0,0,-60,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
125,8,0,0,-50,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
126,8,0,0,-45,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
127,8,0,0,-40,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
128,8,0,0,-35,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
129,8,0,0,-30,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
130,8,0,0,-25,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
131,8,0,0,-20,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
132,8,0,0,-15,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
133,8,0,0,-14,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
134,8,0,0,-13,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
135,8,0,0,-12,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
136,8,0,0,-11,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
137,8,0,0,-10,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
138,8,0,0,-9,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
139,8,0,0,-8,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
140,8,0,0,-7,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
141,8,0,0,-6,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
142,8,0,0,-5,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
143,8,0,0,-4,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
144,8,0,0,-3,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
145,8,0,0,-2,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
146,8,0,0,-1,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
147,8,0,0,0,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
148,8,0,0,1,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
149,8,0,0,2,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
150,8,0,0,3,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
151,8,0,0,4,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
152,8,0,0,5,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
153,8,0,0,6,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
154,8,0,0,7,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
155,8,0,0,8,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
156,8,0,0,9,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
157,8,0,0,10,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
158,8,0,0,11,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
159,8,0,0,12,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
160,8,0,0,13,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
161,8,0,0,14,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
162,8,0,0,15,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
163,8,0,0,20,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
164,8,0,0,25,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
165,8,0,0,30,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
166,8,0,0,35,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
167,8,0,0,40,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
168,8,0,0,45,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
169,8,0,0,50,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
170,8,0,0,60,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
171,8,0,0,70,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
172,8,0,0,80,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
173,8,0,0,90,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
174,8,0,0,100,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
175,8,0,0,120,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
176,8,0,0,140,20,20,-63.0,-72.0,100.0,-9.0,2019-10-03 15:21:35,1,B
177,8,2,0,-140,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
178,8,2,0,-120,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
179,8,2,0,-100,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
180,8,2,0,-90,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
181,8,2,0,-80,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
182,8,2,0,-70,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
183,8,2,0,-60,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
184,8,2,0,-50,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
185,8,2,0,-45,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
186,8,2,0,-40,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
187,8,2,0,-35,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
188,8,2,0,-30,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
189,8,2,0,-25,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
190,8,2,0,-20,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
191,8,2,0,-15,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
192,8,2,0,-14,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
193,8,2,0,-13,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
194,8,2,0,-12,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
195,8,2,0,-11,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
196,8,2,0,-10,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
197,8,2,0,-9,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
198,8,2,0,-8,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
199,8,2,0,-7,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
200,8,2,0,-6,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
201,8,2,0,-5,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
202,8,2,0,-4,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
203,8,2,0,-3,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
204,8,2,0,-2,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
205,8,2,0,-1,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
206,8,2,0,0,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
207,8,2,0,1,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
208,8,2,0,2,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
209,8,2,0,3,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
210,8,2,0,4,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
211,8,2,0,5,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
212,8,2,0,6,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
213,8,2,0,7,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
214,8,2,0,8,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
215,8,2,0,9,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
216,8,2,0,10,19,20,-63.0,-67.0,95.0,-4.0,2019-10-03 15:21:35,1,B
217,8,2,0,11,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
218,8,2,0,12,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
219,8,2,0,13,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
220,8,2,0,14,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
221,8,2,0,15,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
222,8,2,0,20,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
223,8,2,0,25,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
224,8,2,0,30,19,20,-63.0,-67.0,95.0,-4.0,2019-10-03 15:21:35,1,B
225,8,2,0,35,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
226,8,2,0,40,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
227,8,2,0,45,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
228,8,2,0,50,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
229,8,2,0,60,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
230,8,2,0,70,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
231,8,2,0,80,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
232,8,2,0,90,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
233,8,2,0,100,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
234,8,2,0,120,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
235,8,2,0,140,20,20,-63.0,-67.0,100.0,-4.0,2019-10-03 15:21:35,1,B
236,8,3,0,-140,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
237,8,3,0,-120,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
238,8,3,0,-100,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
239,8,3,0,-90,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
240,8,3,0,-80,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
241,8,3,0,-70,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
242,8,3,0,-60,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
243,8,3,0,-50,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
244,8,3,0,-45,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
245,8,3,0,-40,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
246,8,3,0,-35,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
247,8,3,0,-30,18,20,-63.0,-66.0,90.0,-3.0,2019-10-03 15:21:35,1,B
248,8,3,0,-25,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
249,8,3,0,-20,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
250,8,3,0,-15,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
251,8,3,0,-14,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
252,8,3,0,-13,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
253,8,3,0,-12,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
254,8,3,0,-11,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
255,8,3,0,-10,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
256,8,3,0,-9,19,20,-63.0,-66.0,95.0,-3.0,2019-10-03 15:21:35,1,B
257,8,3,0,-8,19,20,-63.0,-66.0,95.0,-3.0,2019-10-03 15:21:35,1,B
258,8,3,0,-7,19,20,-63.0,-66.0,95.0,-3.0,2019-10-03 15:21:35,1,B
259,8,3,0,-6,18,20,-63.0,-66.0,90.0,-3.0,2019-10-03 15:21:35,1,B
260,8,3,0,-5,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
261,8,3,0,-4,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
262,8,3,0,-3,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
263,8,3,0,-2,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
264,8,3,0,-1,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
265,8,3,0,0,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
266,8,3,0,1,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
267,8,3,0,2,20,20,-63.0,-66.0,100.0,-3.0,2019-10-03 15:21:35,1,B
268,8,3,0,3,19,20,-63.0,-66.0,95.0,-3.0,2019-10-03 15:21:35,1,B
269,8,3,0,4,19,20,-63.0,-66.0,95.0,-3.0,2019-10-03 15:21:35,1,B
270,8,3,0,5,18,20,-63.0,-66.0,90.0,-3.0,2019-10-03 15:21:35,1,B
