Measurement Number, Transmitter, TX Power, Mode, RSSI
0, 0, -8, 0, -78
1, 0, -8, 0, -79
2, 0, -8, 0, -78
3, 0, -8, 0, -79
4, 0, -8, 0, -79
5, 0, -8, 0, -79
6, 0, -8, 0, -78
7, 0, -8, 0, -79
8, 0, -8, 0, -79
9, 0, -8, 0, -79
10, 0, -8, 0, -79
11, 0, -8, 0, -79
12, 0, -8, 0, -79
13, 0, -8, 0, -79
14, 0, -8, 0, -78
15, 0, -8, 0, -79
16, 0, -8, 0, -78
17, 0, -8, 0, -79
18, 0, -8, 0, -79
19, 0, -8, 0, -79
20, 1, -8, 0, -80
21, 1, -8, 0, -80
22, 1, -8, 0, -80
23, 1, -8, 0, -80
24, 1, -8, 0, -80
25, 1, -8, 0, -80
26, 1, -8, 0, -80
27, 1, -8, 0, -80
28, 1, -8, 0, -80
29, 1, -8, 0, -80
30, 1, -8, 0, -80
31, 1, -8, 0, -80
32, 1, -8, 0, -80
33, 1, -8, 0, -80
34, 1, -8, 0, -80
35, 1, -8, 0, -80
36, 1, -8, 0, -80
37, 1, -8, 0, -80
38, 1, -8, 0, -80
39, 1, -8, 0, -80
40, 0, -4, 0, -75
41, 0, -4, 0, -76
42, 0, -4, 0, -75
43, 0, -4, 0, -75
44, 0, -4, 0, -76
45, 0, -4, 0, -76
46, 0, -4, 0, -75
47, 0, -4, 0, -76
48, 0, -4, 0, -75
49, 0, -4, 0, -76
50, 0, -4, 0, -75
51, 0, -4, 0, -75
52, 0, -4, 0, -75
53, 0, -4, 0, -75
54, 0, -4, 0, -75
55, 0, -4, 0, -76
56, 0, -4, 0, -75
57, 0, -4, 0, -76
58, 0, -4, 0, -75
59, 0, -4, 0, -76
60, 1, -4, 0, -77
61, 1, -4, 0, -77
62, 1, -4, 0, -77
63, 1, -4, 0, -77
64, 1, -4, 0, -77
65, 1, -4, 0, -77
66, 1, -4, 0, -77
67, 1, -4, 0, -77
68, 1, -4, 0, -77
69, 1, -4, 0, -77
70, 1, -4, 0, -77
71, 1, -4, 0, -77
72, 1, -4, 0, -76
73, 1, -4, 0, -77
74, 1, -4, 0, -77
75, 1, -4, 0, -77
76, 1, -4, 0, -77
77, 1, -4, 0, -77
78, 1, -4, 0, -76
79, 1, -4, 0, -77
80, 0, 0, 0, -71
81, 0, 0, 0, -71
82, 0, 0, 0, -71
83, 0, 0, 0, -72
84, 0, 0, 0, -71
85, 0, 0, 0, -72
86, 0, 0, 0, -71
87, 0, 0, 0, -71
88, 0, 0, 0, -71
89, 0, 0, 0, -71
90, 0, 0, 0, -71
91, 0, 0, 0, -72
92, 0, 0, 0, -71
93, 0, 0, 0, -72
94, 0, 0, 0, -71
95, 0, 0, 0, -71
96, 0, 0, 0, -71
97, 0, 0, 0, -72
98, 0, 0, 0, -71
99, 0, 0, 0, -71
100, 1, 0, 0, -73
101, 1, 0, 0, -73
102, 1, 0, 0, -73
103, 1, 0, 0, -73
104, 1, 0, 0, -73
105, 1, 0, 0, -73
106, 1, 0, 0, -73
107, 1, 0, 0, -73
108, 1, 0, 0, -72
109, 1, 0, 0, -73
110, 1, 0, 0, -73
111, 1, 0, 0, -73
112, 1, 0, 0, -73
113, 1, 0, 0, -73
114, 1, 0, 0, -73
115, 1, 0, 0, -73
116, 1, 0, 0, -73
117, 1, 0, 0, -73
118, 1, 0, 0, -73
119, 1, 0, 0, -73
120, 0, 2, 0, -66
121, 0, 2, 0, -66
122, 0, 2, 0, -66
123, 0, 2, 0, -66
124, 0, 2, 0, -66
125, 0, 2, 0, -66
126, 0, 2, 0, -66
127, 0, 2, 0, -66
128, 0, 2, 0, -66
129, 0, 2, 0, -66
130, 0, 2, 0, -66
131, 0, 2, 0, -66
132, 0, 2, 0, -66
133, 0, 2, 0, -66
134, 0, 2, 0, -66
135, 0, 2, 0, -66
136, 0, 2, 0, -66
137, 0, 2, 0, -66
138, 0, 2, 0, -66
139, 0, 2, 0, -66
140, 1, 2, 0, -67
141, 1, 2, 0, -68
142, 1, 2, 0, -68
143, 1, 2, 0, -68
144, 1, 2, 0, -67
145, 1, 2, 0, -68
146, 1, 2, 0, -67
147, 1, 2, 0, -67
148, 1, 2, 0, -67
149, 1, 2, 0, -68
150, 1, 2, 0, -67
151, 1, 2, 0, -67
152, 1, 2, 0, -67
153, 1, 2, 0, -68
154, 1, 2, 0, -67
155, 1, 2, 0, -67
156, 1, 2, 0, -67
157, 1, 2, 0, -67
158, 1, 2, 0, -67
159, 1, 2, 0, -67
160, 0, 3, 0, -65
161, 0, 3, 0, -65
162, 0, 3, 0, -65
163, 0, 3, 0, -65
164, 0, 3, 0, -65
165, 0, 3, 0, -65
166, 0, 3, 0, -65
167, 0, 3, 0, -65
168, 0, 3, 0, -65
169, 0, 3, 0, -65
170, 0, 3, 0, -65
171, 0, 3, 0, -65
172, 0, 3, 0, -65
173, 0, 3, 0, -65
174, 0, 3, 0, -65
175, 0, 3, 0, -65
176, 0, 3, 0, -65
177, 0, 3, 0, -65
178, 0, 3, 0, -65
179, 0, 3, 0, -65
180, 1, 3, 0, -66
181, 1, 3, 0, -66
182, 1, 3, 0, -66
183, 1, 3, 0, -66
184, 1, 3, 0, -66
185, 1, 3, 0, -66
186, 1, 3, 0, -66
187, 1, 3, 0, -66
188, 1, 3, 0, -66
189, 1, 3, 0, -66
190, 1, 3, 0, -66
191, 1, 3, 0, -66
192, 1, 3, 0, -66
193, 1, 3, 0, -66
194, 1, 3, 0, -66
195, 1, 3, 0, -66
196, 1, 3, 0, -66
197, 1, 3, 0, -66
198, 1, 3, 0, -66
199, 1, 3, 0, -66
200, 0, 4, 0, -64
201, 0, 4, 0, -64
202, 0, 4, 0, -64
