MeasureCount,Transmitter,TxPower,Mode,RSSI
0,0,-8,0,-81
1,0,-8,0,-81
2,0,-8,0,-81
3,0,-8,0,-81
4,0,-8,0,-81
5,0,-8,0,-81
6,0,-8,0,-81
7,0,-8,0,-81
8,0,-8,0,-81
9,0,-8,0,-81
10,0,-8,0,-81
11,0,-8,0,-81
12,0,-8,0,-81
13,0,-8,0,-81
14,0,-8,0,-81
15,0,-8,0,-81
16,0,-8,0,-81
17,0,-8,0,-81
18,0,-8,0,-81
19,0,-8,0,-81
20,1,-8,0,-92
21,1,-8,0,-91
22,1,-8,0,-94
23,1,-8,0,-93
24,1,-8,0,-92
25,1,-8,0,-91
26,1,-8,0,-90
27,1,-8,0,-93
28,1,-8,0,-91
29,1,-8,0,-92
30,1,-8,0,-92
31,1,-8,0,-92
32,1,-8,0,-92
33,1,-8,0,-92
34,1,-8,0,-93
35,1,-8,0,-92
36,1,-8,0,-92
37,1,-8,0,-92
38,1,-8,0,-92
39,1,-8,0,-93
40,0,-4,0,-78
41,0,-4,0,-78
42,0,-4,0,-78
43,0,-4,0,-78
44,0,-4,0,-78
45,0,-4,0,-78
46,0,-4,0,-78
47,0,-4,0,-77
48,0,-4,0,-78
49,0,-4,0,-77
50,0,-4,0,-78
51,0,-4,0,-78
52,0,-4,0,-78
53,0,-4,0,-77
54,0,-4,0,-78
55,0,-4,0,-78
56,0,-4,0,-78
57,0,-4,0,-78
58,0,-4,0,-78
59,0,-4,0,-78
60,1,-4,0,-90
61,1,-4,0,-89
62,1,-4,0,-90
63,1,-4,0,-89
64,1,-4,0,-90
65,1,-4,0,-89
66,1,-4,0,-90
67,1,-4,0,-89
68,1,-4,0,-89
69,1,-4,0,-89
70,1,-4,0,-90
71,1,-4,0,-89
72,1,-4,0,-90
73,1,-4,0,-89
74,1,-4,0,-90
75,1,-4,0,-89
76,1,-4,0,-89
77,1,-4,0,-89
78,1,-4,0,-89
79,1,-4,0,-91
80,0,0,0,-74
81,0,0,0,-73
82,0,0,0,-74
83,0,0,0,-73
84,0,0,0,-74
