TimeDelta,median_ZigBee,LB_ZigBee,UB_ZigBee,median_BLE_2M,LB_BLE_2M,UB_BLE_2M,median_BLE_1M,LB_BLE_1M,UB_BLE_1M,median_BLE_500K,LB_BLE_500K,UB_BLE_500K,median_BLE_125K,LB_BLE_125K,UB_BLE_125K
-140,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,70.0,60.0,100.0
-120,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,55.0,100.0
-100,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,25.0,50.0
-90,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,40.0,0.0,45.0
-80,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,60.0,65.0
-70,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,75.0,70.0,85.0
-60,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,85.0
-50,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,15.0,90.0,60.0,100.0
-40,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,90.0,35.0,100.0
-30,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,10.0,55.0,30.0,70.0
-20,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,10.0,75.0,15.0,90.0
-10,92.5,90.0,100.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,100.0,70.0,100.0
0,100.0,95.0,100.0,0.0,0.0,5.0,0.0,0.0,0.0,7.5,0.0,25.0,100.0,95.0,100.0
10,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,100.0,65.0,100.0
20,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,5.0,100.0,40.0,100.0
30,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,5.0,80.0
40,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,20.0,75.0
50,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,75.0,50.0,80.0
60,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,65.0,50.0,85.0
70,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,80.0,40.0,85.0
80,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,30.0,85.0
90,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,75.0,20.0,100.0
100,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,40.0
120,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,85.0,75.0,100.0
140,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,60.0,100.0
