TimeDelta,median_ZigBee,LB_ZigBee,UB_ZigBee,median_BLE_2M,LB_BLE_2M,UB_BLE_2M,median_BLE_1M,LB_BLE_1M,UB_BLE_1M,median_BLE_500K,LB_BLE_500K,UB_BLE_500K,median_BLE_125K,LB_BLE_125K,UB_BLE_125K
-140,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,25.0,100.0
-120,95.0,90.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,5.0,100.0
-100,85.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,55.0
-90,75.0,65.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,20.0,100.0
-80,75.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.5,20.0,95.0
-75,,,,,,,,,,,,,,,
-70,90.0,70.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5,25.0,70.0
-60,95.0,70.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,15.0,75.0
-50,97.5,90.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,50.0,55.0
-45,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,50.0,65.0
-40,92.5,85.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,35.0,55.0
-35,57.5,35.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,35.0
-30,57.5,40.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,40.0
-25,82.5,80.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,15.0,50.0
-20,72.5,55.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,15.0,60.0
-16,,,,,,,,,,,,,,,
-15,85.0,55.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,30.0,85.0
-14,80.0,65.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,35.0,80.0
-13,80.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,25.0,85.0
-12,82.5,55.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,80.0,35.0,85.0
-11,72.5,55.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,72.5,30.0,95.0
-10,77.5,45.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,50.0,95.0
-9,62.5,50.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,100.0,65.0,100.0
-8,72.5,50.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,5.0,95.0,85.0,100.0
-7,55.0,25.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,95.0,80.0,100.0
-6,55.0,35.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,97.5,90.0,100.0
-5,55.0,30.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,10.0,100.0,90.0,100.0
-4,45.0,30.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,97.5,95.0,100.0
-3,45.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,10.0,100.0,100.0,100.0
-2,45.0,15.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,100.0,95.0,100.0
-1,50.0,25.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,97.5,95.0,100.0
