TimeDelta,median_ZigBee,LB_ZigBee,UB_ZigBee,median_BLE_2M,LB_BLE_2M,UB_BLE_2M,median_BLE_1M,LB_BLE_1M,UB_BLE_1M,median_BLE_500K,LB_BLE_500K,UB_BLE_500K,median_BLE_125K,LB_BLE_125K,UB_BLE_125K
-140,100.0,,,60.0,,,0.0,,,20.0,,,97.5,,
-120,100.0,,,70.0,,,0.0,,,25.0,,,100.0,,
-100,100.0,,,60.0,,,0.0,,,5.0,,,80.0,,
-90,100.0,,,65.0,,,0.0,,,15.0,,,55.0,,
-80,100.0,,,75.0,,,0.0,,,45.0,,,100.0,,
-75,,,,,,,,,,,,,,,
-70,100.0,,,85.0,,,0.0,,,35.0,,,97.5,,
-60,100.0,,,80.0,,,0.0,,,25.0,,,92.5,,
-50,100.0,100.0,100.0,90.0,,,0.0,,,55.0,,,100.0,,
-45,100.0,100.0,100.0,60.0,,,2.5,,,65.0,,,100.0,,
-40,100.0,100.0,100.0,80.0,,,0.0,,,65.0,,,90.0,,
-35,100.0,100.0,100.0,70.0,,,0.0,,,60.0,,,87.5,,
-30,100.0,100.0,100.0,90.0,,,0.0,,,32.5,,,65.0,,
-25,100.0,100.0,100.0,75.0,,,0.0,,,45.0,,,72.5,,
-20,100.0,100.0,100.0,70.0,,,0.0,,,42.5,,,92.5,,
-16,,,,,,,,,,,,,,,
-15,100.0,100.0,100.0,60.0,,,0.0,,,37.5,,,95.0,,
-14,100.0,100.0,100.0,45.0,,,0.0,,,55.0,,,100.0,,
-13,100.0,100.0,100.0,45.0,,,2.5,,,52.5,,,95.0,,
-12,100.0,100.0,100.0,70.0,,,0.0,,,57.5,,,95.0,,
-11,100.0,100.0,100.0,50.0,,,0.0,,,57.5,,,100.0,,
-10,100.0,95.0,100.0,65.0,,,0.0,,,65.0,,,100.0,,
-9,100.0,100.0,100.0,65.0,,,2.5,,,65.0,,,100.0,,
-8,100.0,100.0,100.0,75.0,,,2.5,,,67.5,,,100.0,,
-7,100.0,100.0,100.0,75.0,,,5.0,,,67.5,,,100.0,,
-6,100.0,100.0,100.0,65.0,,,0.0,,,72.5,,,100.0,,
-5,100.0,100.0,100.0,75.0,,,10.0,,,72.5,,,100.0,,
-4,100.0,100.0,100.0,80.0,,,12.5,,,77.5,,,100.0,,
-3,100.0,100.0,100.0,80.0,,,2.5,,,80.0,,,100.0,,
-2,100.0,100.0,100.0,75.0,,,7.5,,,77.5,,,100.0,,
-1,100.0,100.0,100.0,85.0,,,5.0,,,77.5,,,100.0,,
0,100.0,100.0,100.0,90.0,,,10.0,,,75.0,,,100.0,,
1,100.0,100.0,100.0,95.0,,,15.0,,,90.0,,,100.0,,
2,100.0,100.0,100.0,90.0,,,12.5,,,72.5,,,100.0,,
3,100.0,100.0,100.0,100.0,,,7.5,,,72.5,,,100.0,,
4,100.0,100.0,100.0,90.0,,,5.0,,,77.5,,,100.0,,
5,100.0,100.0,100.0,65.0,,,17.5,,,80.0,,,100.0,,
6,100.0,100.0,100.0,65.0,,,5.0,,,67.5,,,100.0,,
7,100.0,100.0,100.0,75.0,,,7.5,,,75.0,,,100.0,,
8,100.0,100.0,100.0,70.0,,,2.5,,,57.5,,,100.0,,
9,100.0,100.0,100.0,85.0,,,5.0,,,77.5,,,100.0,,
10,100.0,100.0,100.0,80.0,,,0.0,,,72.5,,,100.0,,
11,100.0,100.0,100.0,80.0,,,0.0,,,62.5,,,100.0,,
12,100.0,100.0,100.0,80.0,,,0.0,,,65.0,,,100.0,,
13,100.0,100.0,100.0,80.0,,,2.5,,,72.5,,,100.0,,
14,100.0,100.0,100.0,75.0,,,2.5,,,55.0,,,100.0,,
15,100.0,100.0,100.0,85.0,,,0.0,,,67.5,,,100.0,,
16,,,,,,,,,,,,,,,
20,100.0,100.0,100.0,75.0,,,0.0,,,57.5,,,97.5,,
25,100.0,100.0,100.0,75.0,,,0.0,,,57.5,,,95.0,,
30,100.0,100.0,100.0,70.0,,,0.0,,,52.5,,,72.5,,
35,100.0,100.0,100.0,70.0,,,0.0,,,35.0,,,57.5,,
40,100.0,100.0,100.0,70.0,,,0.0,,,37.5,,,67.5,,
45,100.0,100.0,100.0,65.0,,,0.0,,,60.0,,,92.5,,
50,100.0,100.0,100.0,65.0,,,2.5,,,60.0,,,97.5,,
60,100.0,,,40.0,,,0.0,,,20.0,,,95.0,,
70,100.0,,,55.0,,,0.0,,,20.0,,,92.5,,
75,,,,,,,,,,,,,,,
80,100.0,,,65.0,,,0.0,,,35.0,,,100.0,,
90,100.0,,,70.0,,,0.0,,,35.0,,,90.0,,
100,100.0,,,85.0,,,0.0,,,25.0,,,57.5,,
120,100.0,,,80.0,,,0.0,,,35.0,,,97.5,,
140,100.0,,,90.0,,,0.0,,,45.0,,,100.0,,
