Measurement Number, Transmitter, TX Power, Mode, RSSI
687, 0, 6, 1, -66
688, 0, 6, 1, -66
689, 0, 6, 1, -66
690, 0, 6, 1, -68
691, 0, 6, 1, -66
692, 0, 6, 1, -69
693, 0, 6, 1, -66
694, 0, 6, 1, -66
695, 0, 6, 1, -66
696, 0, 6, 1, -66
697, 0, 6, 1, -66
698, 0, 6, 1, -66
699, 0, 6, 1, -69
700, 1, 6, 1, -58
701, 1, 6, 1, -58
702, 1, 6, 1, -58
703, 1, 6, 1, -58
704, 1, 6, 1, -58
705, 1, 6, 1, -58
706, 1, 6, 1, -58
707, 1, 6, 1, -58
708, 1, 6, 1, -58
709, 1, 6, 1, -58
710, 1, 6, 1, -58
711, 1, 6, 1, -58
712, 1, 6, 1, -58
713, 1, 6, 1, -58
714, 1, 6, 1, -58
715, 1, 6, 1, -58
716, 1, 6, 1, -58
717, 1, 6, 1, -58
718, 1, 6, 1, -58
719, 1, 6, 1, -58
720, 0, 7, 1, -66
721, 0, 7, 1, -66
722, 0, 7, 1, -66
723, 0, 7, 1, -66
724, 0, 7, 1, -66
725, 0, 7, 1, -66
726, 0, 7, 1, -66
727, 0, 7, 1, -66
728, 0, 7, 1, -66
729, 0, 7, 1, -65
730, 0, 7, 1, -66
731, 0, 7, 1, -66
732, 0, 7, 1, -65
733, 0, 7, 1, -66
734, 0, 7, 1, -65
735, 0, 7, 1, -66
736, 0, 7, 1, -66
737, 0, 7, 1, -66
738, 0, 7, 1, -66
739, 0, 7, 1, -66
740, 1, 7, 1, -57
741, 1, 7, 1, -57
742, 1, 7, 1, -57
743, 1, 7, 1, -57
744, 1, 7, 1, -57
745, 1, 7, 1, -58
746, 1, 7, 1, -57
747, 1, 7, 1, -57
748, 1, 7, 1, -57
749, 1, 7, 1, -57
750, 1, 7, 1, -57
751, 1, 7, 1, -57
752, 1, 7, 1, -57
753, 1, 7, 1, -57
754, 1, 7, 1, -57
755, 1, 7, 1, -57
756, 1, 7, 1, -57
757, 1, 7, 1, -57
758, 1, 7, 1, -57
759, 1, 7, 1, -57
760, 0, 8, 1, -65
761, 0, 8, 1, -65
762, 0, 8, 1, -65
763, 0, 8, 1, -65
764, 0, 8, 1, -65
765, 0, 8, 1, -65
766, 0, 8, 1, -65
767, 0, 8, 1, -65
768, 0, 8, 1, -65
769, 0, 8, 1, -65
770, 0, 8, 1, -65
771, 0, 8, 1, -65
772, 0, 8, 1, -65
773, 0, 8, 1, -65
774, 0, 8, 1, -65
775, 0, 8, 1, -65
776, 0, 8, 1, -65
777, 0, 8, 1, -65
778, 0, 8, 1, -65
779, 0, 8, 1, -65
780, 1, 8, 1, -57
781, 1, 8, 1, -57
782, 1, 8, 1, -57
783, 1, 8, 1, -57
784, 1, 8, 1, -57
785, 1, 8, 1, -57
786, 1, 8, 1, -57
787, 1, 8, 1, -57
788, 1, 8, 1, -57
789, 1, 8, 1, -59
790, 1, 8, 1, -57
791, 1, 8, 1, -57
792, 1, 8, 1, -57
793, 1, 8, 1, -57
794, 1, 8, 1, -57
795, 1, 8, 1, -57
796, 1, 8, 1, -57
797, 1, 8, 1, -57
798, 1, 8, 1, -57
799, 1, 8, 1, -57
800, 0, -8, 2, -81
801, 0, -8, 2, -81
802, 0, -8, 2, -81
803, 0, -8, 2, -81
804, 0, -8, 2, -81
805, 0, -8, 2, -81
806, 0, -8, 2, -81
807, 0, -8, 2, -81
808, 0, -8, 2, -81
809, 0, -8, 2, -81
810, 0, -8, 2, -81
811, 0, -8, 2, -80
812, 0, -8, 2, -80
813, 0, -8, 2, -81
814, 0, -8, 2, -81
815, 0, -8, 2, -81
816, 0, -8, 2, -81
817, 0, -8, 2, -81
818, 0, -8, 2, -81
819, 0, -8, 2, -80
820, 1, -8, 2, -72
821, 1, -8, 2, -73
822, 1, -8, 2, -72
823, 1, -8, 2, -72
824, 1, -8, 2, -72
825, 1, -8, 2, -72
826, 1, -8, 2, -72
827, 1, -8, 2, -72
828, 1, -8, 2, -72
829, 1, -8, 2, -72
830, 1, -8, 2, -72
831, 1, -8, 2, -72
832, 1, -8, 2, -72
833, 1, -8, 2, -72
834, 1, -8, 2, -72
835, 1, -8, 2, -72
836, 1, -8, 2, -72
837, 1, -8, 2, -72
838, 1, -8, 2, -72
839, 1, -8, 2, -73
840, 0, -4, 2, -78
841, 0, -4, 2, -78
842, 0, -4, 2, -78
843, 0, -4, 2, -78
844, 0, -4, 2, -78
845, 0, -4, 2, -78
846, 0, -4, 2, -78
847, 0, -4, 2, -78
848, 0, -4, 2, -78
849, 0, -4, 2, -78
850, 0, -4, 2, -78
851, 0, -4, 2, -78
852, 0, -4, 2, -78
853, 0, -4, 2, -78
854, 0, -4, 2, -78
855, 0, -4, 2, -78
856, 0, -4, 2, -78
857, 0, -4, 2, -78
858, 0, -4, 2, -77
859, 0, -4, 2, -78
860, 1, -4, 2, -69
861, 1, -4, 2, -69
862, 1, -4, 2, -69
863, 1, -4, 2, -70
864, 1, -4, 2, -69
865, 1, -4, 2, -69
866, 1, -4, 2, -69
867, 1, -4, 2, -69
868, 1, -4, 2, -69
869, 1, -4, 2, -69
870, 1, -4, 2, -69
871, 1, -4, 2, -69
872, 1, -4, 2, -69
873, 1, -4, 2, -69
874, 1, -4, 2, -69
875, 1, -4, 2, -69
876, 1, -4, 2, -69
877, 1, -4, 2, -69
878, 1, -4, 2, -69
879, 1, -4, 2, -69
880, 0, 0, 2, -74
881, 0, 0, 2, -74
882, 0, 0, 2, -74
883, 0, 0, 2, -74
884, 0, 0, 2, -74
885, 0, 0, 2, -74
886, 0, 0, 2, -74
887, 0, 0, 2, -74
888, 0, 0, 2, -74
889, 0, 0, 2, -74
890, 0, 0, 2, -74
891, 0, 0, 2, -74
892, 0, 0, 2, -74
893, 0, 0, 2, -74
894, 0, 0, 2, -74
895, 0, 0, 2, -74
896, 0, 0, 2, -74
897, 0, 0, 2, -74
898, 0, 0, 2, -74
899, 0, 0, 2, -74
900, 1, 0, 2, -66
901, 1, 0, 2, -66
902, 1, 0, 2, -66
903, 1, 0, 2, -66
904, 1, 0, 2, -66
905, 1, 0, 2, -66
906, 1, 0, 2, -66
907, 1, 0, 2, -66
908, 1, 0, 2, -66
909, 1, 0, 2, -66
910, 1, 0, 2, -66
911, 1, 0, 2, -66
912, 1, 0, 2, -66
913, 1, 0, 2, -66
914, 1, 0, 2, -66
915, 1, 0, 2, -66
916, 1, 0, 2, -66
917, 1, 0, 2, -66
918, 1, 0, 2, -66
919, 1, 0, 2, -66
920, 0, 2, 2, -70
921, 0, 2, 2, -71
922, 0, 2, 2, -70
923, 0, 2, 2, -70
924, 0, 2, 2, -70
925, 0, 2, 2, -70
926, 0, 2, 2, -70
927, 0, 2, 2, -70
928, 0, 2, 2, -70
929, 0, 2, 2, -70
930, 0, 2, 2, -70
931, 0, 2, 2, -70
932, 0, 2, 2, -71
933, 0, 2, 2, -70
934, 0, 2, 2, -71
935, 0, 2, 2, -70
936, 0, 2, 2, -70
937, 0, 2, 2, -70
938, 0, 2, 2, -70
939, 0, 2, 2, -70
940, 1, 2, 2, -62
941, 1, 2, 2, -62
942, 1, 2, 2, -62
943, 1, 2, 2, -62
944, 1, 2, 2, -62
945, 1, 2, 2, -62
946, 1, 2, 2, -62
947, 1, 2, 2, -62
948, 1, 2, 2, -62
949, 1, 2, 2, -62
950, 1, 2, 2, -62
951, 1, 2, 2, -62
952, 1, 2, 2, -62
953, 1, 2, 2, -62
954, 1, 2, 2, -62
955, 1, 2, 2, -62
956, 1, 2, 2, -62
957, 1, 2, 2, -62
958, 1, 2, 2, -62
959, 1, 2, 2, -62
960, 0, 3, 2, -69
961, 0, 3, 2, -69
962, 0, 3, 2, -69
963, 0, 3, 2, -69
964, 0, 3, 2, -69
965, 0, 3, 2, -69
966, 0, 3, 2, -69
967, 0, 3, 2, -69
968, 0, 3, 2, -69
969, 0, 3, 2, -69
970, 0, 3, 2, -69
971, 0, 3, 2, -69
972, 0, 3, 2, -69
973, 0, 3, 2, -69
974, 0, 3, 2, -69
975, 0, 3, 2, -69
976, 0, 3, 2, -69
977, 0, 3, 2, -69
978, 0, 3, 2, -69
979, 0, 3, 2, -69
980, 1, 3, 2, -61
981, 1, 3, 2, -59
982, 1, 3, 2, -61
983, 1, 3, 2, -61
984, 1, 3, 2, -61
985, 1, 3, 2, -61
986, 1, 3, 2, -61
987, 1, 3, 2, -61
988, 1, 3, 2, -61
989, 1, 3, 2, -61
990, 1, 3, 2, -61
991, 1, 3, 2, -61
