MeasureCount,Transmitter,TxPower,Mode,RSSI
0,0,-8,0,-79
1,0,-8,0,-79
2,0,-8,0,-79
3,0,-8,0,-79
4,0,-8,0,-79
5,0,-8,0,-79
6,0,-8,0,-79
7,0,-8,0,-79
8,0,-8,0,-79
9,0,-8,0,-79
10,0,-8,0,-79
11,0,-8,0,-79
12,0,-8,0,-79
13,0,-8,0,-79
14,0,-8,0,-79
15,0,-8,0,-79
16,0,-8,0,-79
17,0,-8,0,-79
18,0,-8,0,-79
19,0,-8,0,-79
20,1,-8,0,-80
21,1,-8,0,-80
22,1,-8,0,-79
23,1,-8,0,-79
24,1,-8,0,-79
25,1,-8,0,-79
26,1,-8,0,-79
27,1,-8,0,-79
28,1,-8,0,-79
29,1,-8,0,-79
30,1,-8,0,-79
31,1,-8,0,-79
32,1,-8,0,-79
33,1,-8,0,-79
34,1,-8,0,-79
35,1,-8,0,-79
36,1,-8,0,-79
37,1,-8,0,-79
38,1,-8,0,-79
39,1,-8,0,-79
40,0,-4,0,-76
41,0,-4,0,-76
42,0,-4,0,-76
43,0,-4,0,-76
44,0,-4,0,-76
45,0,-4,0,-76
46,0,-4,0,-76
47,0,-4,0,-76
48,0,-4,0,-76
49,0,-4,0,-76
50,0,-4,0,-76
51,0,-4,0,-76
52,0,-4,0,-76
53,0,-4,0,-76
54,0,-4,0,-76
55,0,-4,0,-76
56,0,-4,0,-76
57,0,-4,0,-76
58,0,-4,0,-76
59,0,-4,0,-76
60,1,-4,0,-76
61,1,-4,0,-76
62,1,-4,0,-76
63,1,-4,0,-76
64,1,-4,0,-76
65,1,-4,0,-76
66,1,-4,0,-76
67,1,-4,0,-76
68,1,-4,0,-76
69,1,-4,0,-76
70,1,-4,0,-76
71,1,-4,0,-76
72,1,-4,0,-76
73,1,-4,0,-76
74,1,-4,0,-76
75,1,-4,0,-76
76,1,-4,0,-76
77,1,-4,0,-76
78,1,-4,0,-76
79,1,-4,0,-76
80,0,0,0,-72
81,0,0,0,-72
82,0,0,0,-72
83,0,0,0,-72
84,0,0,0,-72
85,0,0,0,-72
86,0,0,0,-72
87,0,0,0,-72
88,0,0,0,-72
89,0,0,0,-72
90,0,0,0,-72
91,0,0,0,-72
92,0,0,0,-72
93,0,0,0,-72
94,0,0,0,-72
95,0,0,0,-72
96,0,0,0,-72
97,0,0,0,-72
98,0,0,0,-72
99,0,0,0,-72
100,1,0,0,-72
101,1,0,0,-72
102,1,0,0,-72
103,1,0,0,-72
104,1,0,0,-72
105,1,0,0,-72
106,1,0,0,-72
107,1,0,0,-72
108,1,0,0,-72
109,1,0,0,-72
110,1,0,0,-72
111,1,0,0,-72
112,1,0,0,-72
113,1,0,0,-72
114,1,0,0,-72
115,1,0,0,-72
116,1,0,0,-72
117,1,0,0,-72
118,1,0,0,-72
119,1,0,0,-72
120,0,2,0,-67
121,0,2,0,-67
122,0,2,0,-68
123,0,2,0,-67
124,0,2,0,-66
125,0,2,0,-67
126,0,2,0,-67
127,0,2,0,-67
128,0,2,0,-66
129,0,2,0,-67
130,0,2,0,-68
131,0,2,0,-68
132,0,2,0,-66
133,0,2,0,-67
134,0,2,0,-67
135,0,2,0,-67
136,0,2,0,-67
137,0,2,0,-68
138,0,2,0,-67
139,0,2,0,-67
140,1,2,0,-67
141,1,2,0,-68
142,1,2,0,-68
143,1,2,0,-67
144,1,2,0,-67
145,1,2,0,-67
146,1,2,0,-67
147,1,2,0,-67
148,1,2,0,-67
149,1,2,0,-67
150,1,2,0,-67
151,1,2,0,-68
152,1,2,0,-68
153,1,2,0,-67
154,1,2,0,-67
155,1,2,0,-67
156,1,2,0,-67
157,1,2,0,-67
158,1,2,0,-67
159,1,2,0,-67
160,0,3,0,-66
161,0,3,0,-66
162,0,3,0,-66
163,0,3,0,-66
164,0,3,0,-65
165,0,3,0,-66
166,0,3,0,-66
167,0,3,0,-66
168,0,3,0,-65
169,0,3,0,-66
170,0,3,0,-66
171,0,3,0,-66
172,0,3,0,-65
173,0,3,0,-66
174,0,3,0,-65
175,0,3,0,-65
176,0,3,0,-66
177,0,3,0,-66
178,0,3,0,-65
179,0,3,0,-66
180,1,3,0,-65
181,1,3,0,-66
182,1,3,0,-66
183,1,3,0,-66
184,1,3,0,-66
185,1,3,0,-66
186,1,3,0,-66
187,1,3,0,-66
188,1,3,0,-65
189,1,3,0,-66
190,1,3,0,-66
191,1,3,0,-66
192,1,3,0,-66
193,1,3,0,-66
194,1,3,0,-65
195,1,3,0,-66
196,1,3,0,-66
197,1,3,0,-66
198,1,3,0,-65
199,1,3,0,-66
200,0,4,0,-65
201,0,4,0,-65
202,0,4,0,-65
203,0,4,0,-65
204,0,4,0,-65
205,0,4,0,-65
206,0,4,0,-65
207,0,4,0,-65
208,0,4,0,-65
209,0,4,0,-65
210,0,4,0,-65
211,0,4,0,-65
212,0,4,0,-65
213,0,4,0,-65
214,0,4,0,-65
215,0,4,0,-65
216,0,4,0,-65
217,0,4,0,-65
218,0,4,0,-65
219,0,4,0,-65
220,1,4,0,-65
221,1,4,0,-65
222,1,4,0,-65
223,1,4,0,-65
224,1,4,0,-65
225,1,4,0,-65
226,1,4,0,-65
227,1,4,0,-65
228,1,4,0,-65
229,1,4,0,-65
230,1,4,0,-65
231,1,4,0,-65
232,1,4,0,-65
233,1,4,0,-65
234,1,4,0,-65
235,1,4,0,-65
236,1,4,0,-65
237,1,4,0,-65
238,1,4,0,-65
239,1,4,0,-65
240,0,5,0,-64
241,0,5,0,-64
242,0,5,0,-64
243,0,5,0,-64
244,0,5,0,-64
245,0,5,0,-64
246,0,5,0,-64
247,0,5,0,-64
248,0,5,0,-64
249,0,5,0,-64
250,0,5,0,-64
251,0,5,0,-64
252,0,5,0,-64
253,0,5,0,-64
254,0,5,0,-64
255,0,5,0,-64
256,0,5,0,-64
257,0,5,0,-64
258,0,5,0,-64
259,0,5,0,-64
260,1,5,0,-64
261,1,5,0,-64
262,1,5,0,-64
263,1,5,0,-64
264,1,5,0,-64
265,1,5,0,-64
266,1,5,0,-64
267,1,5,0,-64
268,1,5,0,-64
269,1,5,0,-64
270,1,5,0,-64
271,1,5,0,-64
272,1,5,0,-64
273,1,5,0,-64
274,1,5,0,-64
275,1,5,0,-64
276,1,5,0,-64
277,1,5,0,-64
278,1,5,0,-64
279,1,5,0,-64
280,0,6,0,-63
281,0,6,0,-63
282,0,6,0,-63
283,0,6,0,-63
284,0,6,0,-63
285,0,6,0,-63
286,0,6,0,-63
287,0,6,0,-63
288,0,6,0,-63
289,0,6,0,-63
290,0,6,0,-63
291,0,6,0,-63
292,0,6,0,-63
293,0,6,0,-63
294,0,6,0,-63
295,0,6,0,-63
296,0,6,0,-63
297,0,6,0,-63
298,0,6,0,-63
299,0,6,0,-63
300,1,6,0,-63
301,1,6,0,-63
302,1,6,0,-63
303,1,6,0,-63
304,1,6,0,-63
305,1,6,0,-63
306,1,6,0,-63
307,1,6,0,-63
308,1,6,0,-63
309,1,6,0,-63
310,1,6,0,-63
311,1,6,0,-63
312,1,6,0,-63
313,1,6,0,-63
314,1,6,0,-63
315,1,6,0,-63
316,1,6,0,-63
317,1,6,0,-63
318,1,6,0,-63
319,1,6,0,-63
320,0,7,0,-63
321,0,7,0,-63
322,0,7,0,-63
323,0,7,0,-63
324,0,7,0,-63
325,0,7,0,-63
326,0,7,0,-63
327,0,7,0,-63
328,0,7,0,-64
329,0,7,0,-63
330,0,7,0,-63
331,0,7,0,-63
332,0,7,0,-63
333,0,7,0,-64
334,0,7,0,-63
335,0,7,0,-64
336,0,7,0,-63
337,0,7,0,-63
338,0,7,0,-63
339,0,7,0,-63
340,1,7,0,-64
341,1,7,0,-63
342,1,7,0,-63
343,1,7,0,-63
344,1,7,0,-63
345,1,7,0,-63
346,1,7,0,-63
347,1,7,0,-64
348,1,7,0,-63
349,1,7,0,-63
350,1,7,0,-63
351,1,7,0,-63
352,1,7,0,-63
353,1,7,0,-63
354,1,7,0,-63
355,1,7,0,-64
356,1,7,0,-63
357,1,7,0,-64
358,1,7,0,-63
359,1,7,0,-63
360,0,8,0,-62
361,0,8,0,-62
362,0,8,0,-63
363,0,8,0,-63
364,0,8,0,-62
365,0,8,0,-62
366,0,8,0,-62
367,0,8,0,-63
368,0,8,0,-62
369,0,8,0,-62
370,0,8,0,-62
371,0,8,0,-63
372,0,8,0,-62
373,0,8,0,-62
374,0,8,0,-62
375,0,8,0,-62
376,0,8,0,-62
377,0,8,0,-63
378,0,8,0,-62
379,0,8,0,-62
380,1,8,0,-62
381,1,8,0,-62
382,1,8,0,-62
383,1,8,0,-62
384,1,8,0,-62
385,1,8,0,-62
386,1,8,0,-62
387,1,8,0,-62
388,1,8,0,-62
389,1,8,0,-62
390,1,8,0,-62
391,1,8,0,-62
392,1,8,0,-62
393,1,8,0,-62
394,1,8,0,-62
395,1,8,0,-62
396,1,8,0,-62
397,1,8,0,-62
398,1,8,0,-62
399,1,8,0,-62
400,0,-8,1,-76
401,0,-8,1,-76
402,0,-8,1,-77
403,0,-8,1,-77
404,0,-8,1,-77
405,0,-8,1,-76
406,0,-8,1,-76
407,0,-8,1,-76
408,0,-8,1,-76
409,0,-8,1,-76
410,0,-8,1,-76
411,0,-8,1,-76
412,0,-8,1,-77
413,0,-8,1,-76
414,0,-8,1,-76
415,0,-8,1,-76
416,0,-8,1,-76
417,0,-8,1,-76
418,0,-8,1,-76
419,0,-8,1,-76
420,1,-8,1,-73
421,1,-8,1,-73
422,1,-8,1,-73
423,1,-8,1,-73
424,1,-8,1,-73
425,1,-8,1,-73
426,1,-8,1,-73
427,1,-8,1,-73
428,1,-8,1,-73
429,1,-8,1,-73
430,1,-8,1,-73
431,1,-8,1,-73
432,1,-8,1,-73
433,1,-8,1,-73
434,1,-8,1,-73
435,1,-8,1,-73
436,1,-8,1,-73
437,1,-8,1,-73
438,1,-8,1,-73
439,1,-8,1,-73
440,0,-4,1,-74
441,0,-4,1,-73
442,0,-4,1,-74
443,0,-4,1,-73
444,0,-4,1,-73
445,0,-4,1,-74
446,0,-4,1,-73
447,0,-4,1,-74
448,0,-4,1,-73
449,0,-4,1,-73
450,0,-4,1,-73
451,0,-4,1,-73
452,0,-4,1,-73
453,0,-4,1,-74
454,0,-4,1,-73
455,0,-4,1,-73
456,0,-4,1,-73
457,0,-4,1,-73
458,0,-4,1,-73
459,0,-4,1,-74
460,1,-4,1,-70
461,1,-4,1,-70
462,1,-4,1,-70
463,1,-4,1,-69
464,1,-4,1,-69
465,1,-4,1,-70
466,1,-4,1,-69
467,1,-4,1,-70
468,1,-4,1,-70
469,1,-4,1,-70
470,1,-4,1,-70
471,1,-4,1,-70
472,1,-4,1,-70
473,1,-4,1,-70
474,1,-4,1,-70
475,1,-4,1,-70
476,1,-4,1,-70
477,1,-4,1,-70
478,1,-4,1,-70
479,1,-4,1,-70
480,0,0,1,-70
481,0,0,1,-70
482,0,0,1,-70
483,0,0,1,-70
484,0,0,1,-70
485,0,0,1,-70
486,0,0,1,-70
487,0,0,1,-70
488,0,0,1,-70
489,0,0,1,-70
490,0,0,1,-70
491,0,0,1,-70
492,0,0,1,-70
493,0,0,1,-70
494,0,0,1,-70
495,0,0,1,-70
496,0,0,1,-70
497,0,0,1,-70
498,0,0,1,-70
499,0,0,1,-70
500,1,0,1,-68
501,1,0,1,-66
502,1,0,1,-69
503,1,0,1,-68
504,1,0,1,-66
505,1,0,1,-64
506,1,0,1,-66
507,1,0,1,-66
508,1,0,1,-66
509,1,0,1,-66
510,1,0,1,-66
511,1,0,1,-66
512,1,0,1,-66
513,1,0,1,-66
514,1,0,1,-67
515,1,0,1,-66
516,1,0,1,-66
517,1,0,1,-69
518,1,0,1,-66
519,1,0,1,-66
520,0,2,1,-66
521,0,2,1,-66
522,0,2,1,-66
523,0,2,1,-66
524,0,2,1,-66
525,0,2,1,-66
526,0,2,1,-69
527,0,2,1,-66
528,0,2,1,-66
529,0,2,1,-66
530,0,2,1,-65
531,0,2,1,-66
532,0,2,1,-66
533,0,2,1,-66
534,0,2,1,-66
535,0,2,1,-66
536,0,2,1,-65
537,0,2,1,-66
538,0,2,1,-66
539,0,2,1,-66
540,1,2,1,-62
541,1,2,1,-62
542,1,2,1,-62
543,1,2,1,-62
544,1,2,1,-62
545,1,2,1,-62
546,1,2,1,-62
547,1,2,1,-62
548,1,2,1,-62
549,1,2,1,-62
550,1,2,1,-62
551,1,2,1,-62
552,1,2,1,-62
553,1,2,1,-62
554,1,2,1,-62
555,1,2,1,-62
556,1,2,1,-62
557,1,2,1,-62
558,1,2,1,-62
559,1,2,1,-62
560,0,3,1,-65
561,0,3,1,-65
562,0,3,1,-65
563,0,3,1,-65
564,0,3,1,-65
565,0,3,1,-65
566,0,3,1,-65
567,0,3,1,-65
568,0,3,1,-65
569,0,3,1,-65
570,0,3,1,-65
571,0,3,1,-65
572,0,3,1,-65
573,0,3,1,-65
574,0,3,1,-65
575,0,3,1,-65
576,0,3,1,-65
577,0,3,1,-65
578,0,3,1,-65
579,0,3,1,-65
580,1,3,1,-63
581,1,3,1,-61
582,1,3,1,-63
583,1,3,1,-61
584,1,3,1,-61
585,1,3,1,-61
586,1,3,1,-61
587,1,3,1,-61
588,1,3,1,-61
589,1,3,1,-63
590,1,3,1,-61
591,1,3,1,-61
592,1,3,1,-61
593,1,3,1,-61
594,1,3,1,-61
595,1,3,1,-61
596,1,3,1,-61
597,1,3,1,-61
598,1,3,1,-61
599,1,3,1,-61
600,0,4,1,-64
601,0,4,1,-64
602,0,4,1,-64
603,0,4,1,-64
604,0,4,1,-64
605,0,4,1,-64
606,0,4,1,-64
607,0,4,1,-64
608,0,4,1,-64
609,0,4,1,-64
610,0,4,1,-64
611,0,4,1,-63
612,0,4,1,-64
613,0,4,1,-64
614,0,4,1,-64
615,0,4,1,-64
616,0,4,1,-64
617,0,4,1,-64
618,0,4,1,-64
619,0,4,1,-64
620,1,4,1,-61
621,1,4,1,-61
622,1,4,1,-61
623,1,4,1,-61
624,1,4,1,-60
625,1,4,1,-61
626,1,4,1,-61
627,1,4,1,-60
628,1,4,1,-61
629,1,4,1,-61
630,1,4,1,-61
631,1,4,1,-61
632,1,4,1,-61
633,1,4,1,-61
634,1,4,1,-61
635,1,4,1,-61
636,1,4,1,-61
637,1,4,1,-61
638,1,4,1,-61
639,1,4,1,-61
640,0,5,1,-65
641,0,5,1,-64
642,0,5,1,-64
643,0,5,1,-64
644,0,5,1,-64
645,0,5,1,-64
646,0,5,1,-64
647,0,5,1,-64
648,0,5,1,-63
649,0,5,1,-64
650,0,5,1,-63
651,0,5,1,-63
652,0,5,1,-64
653,0,5,1,-64
654,0,5,1,-64
655,0,5,1,-64
656,0,5,1,-64
657,0,5,1,-64
658,0,5,1,-64
659,0,5,1,-64
660,1,5,1,-60
661,1,5,1,-60
662,1,5,1,-60
663,1,5,1,-60
664,1,5,1,-60
665,1,5,1,-60
666,1,5,1,-60
667,1,5,1,-60
668,1,5,1,-60
669,1,5,1,-60
670,1,5,1,-60
671,1,5,1,-60
672,1,5,1,-60
673,1,5,1,-60
674,1,5,1,-60
675,1,5,1,-60
676,1,5,1,-60
677,1,5,1,-60
678,1,5,1,-60
679,1,5,1,-60
680,0,6,1,-63
681,0,6,1,-63
682,0,6,1,-63
683,0,6,1,-63
684,0,6,1,-63
685,0,6,1,-63
686,0,6,1,-63
687,0,6,1,-63
688,0,6,1,-63
689,0,6,1,-63
690,0,6,1,-63
691,0,6,1,-63
692,0,6,1,-63
693,0,6,1,-63
694,0,6,1,-63
695,0,6,1,-63
696,0,6,1,-63
697,0,6,1,-63
698,0,6,1,-63
699,0,6,1,-63
700,1,6,1,-59
701,1,6,1,-59
702,1,6,1,-59
703,1,6,1,-59
704,1,6,1,-59
705,1,6,1,-59
706,1,6,1,-59
707,1,6,1,-59
708,1,6,1,-59
709,1,6,1,-59
710,1,6,1,-59
711,1,6,1,-59
712,1,6,1,-59
713,1,6,1,-59
714,1,6,1,-59
715,1,6,1,-59
716,1,6,1,-59
717,1,6,1,-59
718,1,6,1,-59
719,1,6,1,-59
720,0,7,1,-62
721,0,7,1,-62
722,0,7,1,-62
723,0,7,1,-62
724,0,7,1,-62
725,0,7,1,-62
726,0,7,1,-62
727,0,7,1,-62
728,0,7,1,-62
729,0,7,1,-62
730,0,7,1,-62
731,0,7,1,-62
732,0,7,1,-62
733,0,7,1,-62
734,0,7,1,-62
735,0,7,1,-62
736,0,7,1,-62
737,0,7,1,-62
738,0,7,1,-62
739,0,7,1,-62
740,1,7,1,-59
741,1,7,1,-59
742,1,7,1,-59
743,1,7,1,-59
744,1,7,1,-59
745,1,7,1,-59
746,1,7,1,-59
747,1,7,1,-59
748,1,7,1,-58
749,1,7,1,-59
750,1,7,1,-59
751,1,7,1,-59
752,1,7,1,-59
753,1,7,1,-59
754,1,7,1,-59
755,1,7,1,-59
756,1,7,1,-59
757,1,7,1,-59
758,1,7,1,-58
759,1,7,1,-58
760,0,8,1,-62
761,0,8,1,-62
762,0,8,1,-62
763,0,8,1,-62
764,0,8,1,-62
765,0,8,1,-62
766,0,8,1,-62
767,0,8,1,-62
768,0,8,1,-62
769,0,8,1,-62
770,0,8,1,-62
771,0,8,1,-62
772,0,8,1,-62
773,0,8,1,-62
774,0,8,1,-62
775,0,8,1,-62
776,0,8,1,-62
777,0,8,1,-62
778,0,8,1,-62
779,0,8,1,-62
780,1,8,1,-57
781,1,8,1,-58
782,1,8,1,-57
783,1,8,1,-57
784,1,8,1,-56
785,1,8,1,-57
786,1,8,1,-58
787,1,8,1,-57
788,1,8,1,-57
789,1,8,1,-58
790,1,8,1,-58
791,1,8,1,-58
792,1,8,1,-57
793,1,8,1,-55
794,1,8,1,-57
795,1,8,1,-57
796,1,8,1,-57
797,1,8,1,-58
798,1,8,1,-58
799,1,8,1,-58
800,0,-8,2,-77
801,0,-8,2,-77
802,0,-8,2,-77
803,0,-8,2,-77
804,0,-8,2,-77
805,0,-8,2,-78
806,0,-8,2,-77
807,0,-8,2,-77
808,0,-8,2,-77
809,0,-8,2,-77
810,0,-8,2,-77
811,0,-8,2,-77
812,0,-8,2,-77
813,0,-8,2,-77
814,0,-8,2,-77
815,0,-8,2,-77
816,0,-8,2,-77
