MeasureCount,Transmitter,TxPower,Mode,RSSI
0,0,-8,0,-90
1,0,-8,0,-89
2,0,-8,0,-89
3,0,-8,0,-88
4,0,-8,0,-89
5,0,-8,0,-89
6,0,-8,0,-89
7,0,-8,0,-89
8,0,-8,0,-89
9,0,-8,0,-89
10,0,-8,0,-88
11,0,-8,0,-90
12,0,-8,0,-88
13,0,-8,0,-89
14,0,-8,0,-89
15,0,-8,0,-88
16,0,-8,0,-89
17,0,-8,0,-88
18,0,-8,0,-89
19,0,-8,0,-89
20,1,-8,0,-89
21,1,-8,0,-89
22,1,-8,0,-89
23,1,-8,0,-88
24,1,-8,0,-89
25,1,-8,0,-88
26,1,-8,0,-89
27,1,-8,0,-89
28,1,-8,0,-89
29,1,-8,0,-89
30,1,-8,0,-88
31,1,-8,0,-89
32,1,-8,0,-89
33,1,-8,0,-88
34,1,-8,0,-89
35,1,-8,0,-89
36,1,-8,0,-90
37,1,-8,0,-89
38,1,-8,0,-88
39,1,-8,0,-89
40,0,-4,0,-85
41,0,-4,0,-86
42,0,-4,0,-86
43,0,-4,0,-85
44,0,-4,0,-85
45,0,-4,0,-85
46,0,-4,0,-85
47,0,-4,0,-85
48,0,-4,0,-85
49,0,-4,0,-85
50,0,-4,0,-86
51,0,-4,0,-85
52,0,-4,0,-86
53,0,-4,0,-85
54,0,-4,0,-85
55,0,-4,0,-85
56,0,-4,0,-86
57,0,-4,0,-85
58,0,-4,0,-85
59,0,-4,0,-86
60,1,-4,0,-85
61,1,-4,0,-85
62,1,-4,0,-85
63,1,-4,0,-84
64,1,-4,0,-85
65,1,-4,0,-85
66,1,-4,0,-85
67,1,-4,0,-85
68,1,-4,0,-86
69,1,-4,0,-85
70,1,-4,0,-85
71,1,-4,0,-85
72,1,-4,0,-85
73,1,-4,0,-85
74,1,-4,0,-86
75,1,-4,0,-85
76,1,-4,0,-85
77,1,-4,0,-85
78,1,-4,0,-85
79,1,-4,0,-85
80,0,0,0,-82
81,0,0,0,-81
82,0,0,0,-81
