TimeDelta,median_ZigBee,median_BLE_2M,median_BLE_1M,median_BLE_500K,median_BLE_125K
-140,,,,,
-120,,,,,
-100,100.0,,,,
-90,,,,,
-80,,,,,
-70,,,,,
-60,,,,,
-50,100.0,,,,
-40,100.0,,,,
-30,100.0,,,,
-20,100.0,,,,
-10,100.0,,,,
0,100.0,,,,
10,100.0,,,,
20,100.0,,,,
30,100.0,,,,
40,100.0,,,,
50,100.0,,,,
60,,,,,
70,,,,,
80,,,,,
90,,,,,
100,100.0,,,,
120,,,,,
140,,,,,
