TimeDelta,median_ZigBee,LB_ZigBee,UB_ZigBee,median_BLE_2M,LB_BLE_2M,UB_BLE_2M,median_BLE_1M,LB_BLE_1M,UB_BLE_1M,median_BLE_500K,LB_BLE_500K,UB_BLE_500K,median_BLE_125K,LB_BLE_125K,UB_BLE_125K
-140,,,,,,,35.0,,,92.5,,,100.0,,
-120,,,,,,,25.0,,,100.0,,,100.0,,
-100,,,,0.0,,,35.0,10.0,65.0,87.5,70.0,100.0,80.0,80.0,100.0
-90,,,,,,,30.0,,,85.0,,,77.5,,
-80,,,,,,,35.0,,,100.0,,,100.0,,
-75,,,,10.0,,,55.0,25.0,75.0,100.0,,,100.0,,
-70,,,,,,,20.0,,,100.0,,,92.5,,
-60,,,,,,,30.0,,,77.5,,,90.0,,
-50,,,,0.0,,,45.0,15.0,65.0,100.0,100.0,100.0,100.0,100.0,100.0
-45,,,,10.0,,,45.0,30.0,80.0,100.0,95.0,100.0,100.0,100.0,100.0
-40,,,,5.0,,,47.5,15.0,65.0,100.0,95.0,100.0,100.0,100.0,100.0
-35,,,,0.0,,,32.5,5.0,40.0,97.5,85.0,100.0,90.0,85.0,100.0
-30,,,,25.0,,,35.0,15.0,55.0,77.5,45.0,85.0,75.0,70.0,80.0
-25,,,,0.0,,,55.0,25.0,75.0,80.0,70.0,90.0,90.0,80.0,95.0
-20,,,,10.0,,,55.0,35.0,75.0,90.0,85.0,90.0,95.0,85.0,100.0
-16,,,,10.0,,,60.0,35.0,65.0,85.0,,,95.0,,
-15,,,,5.0,,,52.5,40.0,80.0,95.0,75.0,95.0,100.0,95.0,100.0
-14,,,,10.0,,,67.5,35.0,85.0,92.5,75.0,100.0,100.0,100.0,100.0
-13,,,,20.0,,,57.5,15.0,80.0,95.0,65.0,95.0,100.0,100.0,100.0
-12,,,,20.0,,,60.0,40.0,85.0,100.0,65.0,100.0,100.0,100.0,100.0
-11,,,,40.0,,,55.0,30.0,95.0,95.0,75.0,100.0,100.0,100.0,100.0
-10,,,,35.0,,,75.0,50.0,95.0,95.0,85.0,100.0,100.0,100.0,100.0
-9,,,,35.0,,,75.0,50.0,100.0,95.0,75.0,100.0,100.0,100.0,100.0
-8,,,,25.0,,,72.5,45.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0
-7,,,,45.0,,,80.0,75.0,100.0,97.5,80.0,100.0,100.0,100.0,100.0
-6,,,,45.0,,,87.5,60.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0
-5,,,,55.0,,,95.0,85.0,100.0,100.0,85.0,100.0,100.0,100.0,100.0
-4,,,,45.0,,,100.0,95.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0
-3,,,,85.0,,,100.0,90.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0
-2,,,,90.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
-1,,,,95.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,,,,100.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1,,,,100.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2,,,,100.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3,,,,100.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
4,,,,100.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
5,,,,100.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
6,,,,85.0,,,100.0,100.0,100.0,97.5,95.0,100.0,100.0,100.0,100.0
7,,,,75.0,,,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0
8,,,,70.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
9,,,,85.0,,,97.5,95.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0
10,,,,60.0,,,95.0,75.0,100.0,92.5,85.0,100.0,100.0,100.0,100.0
11,,,,45.0,,,90.0,75.0,100.0,92.5,90.0,100.0,100.0,100.0,100.0
12,,,,55.0,,,92.5,75.0,95.0,97.5,90.0,100.0,100.0,100.0,100.0
13,,,,25.0,,,82.5,70.0,90.0,100.0,95.0,100.0,100.0,100.0,100.0
14,,,,35.0,,,82.5,55.0,95.0,100.0,80.0,100.0,100.0,100.0,100.0
15,,,,10.0,,,75.0,65.0,90.0,95.0,80.0,100.0,100.0,100.0,100.0
16,,,,15.0,,,70.0,60.0,75.0,85.0,,,100.0,,
20,,,,10.0,,,75.0,55.0,85.0,97.5,95.0,100.0,100.0,100.0,100.0
25,,,,5.0,,,57.5,40.0,75.0,97.5,95.0,100.0,100.0,95.0,100.0
30,,,,0.0,,,40.0,30.0,55.0,92.5,75.0,100.0,85.0,80.0,100.0
35,,,,10.0,,,47.5,15.0,65.0,80.0,70.0,100.0,80.0,75.0,100.0
40,,,,0.0,,,40.0,5.0,70.0,85.0,80.0,90.0,80.0,75.0,85.0
45,,,,0.0,,,32.5,10.0,60.0,90.0,85.0,100.0,100.0,90.0,100.0
50,,,,0.0,,,45.0,20.0,90.0,100.0,95.0,100.0,100.0,95.0,100.0
60,,,,,,,50.0,,,95.0,,,90.0,,
70,,,,,,,35.0,,,87.5,,,75.0,,
75,,,,0.0,,,20.0,5.0,35.0,97.5,,,100.0,,
80,,,,,,,50.0,,,100.0,,,100.0,,
90,,,,,,,65.0,,,95.0,,,90.0,,
100,,,,0.0,,,40.0,0.0,40.0,77.5,75.0,80.0,80.0,70.0,85.0
120,,,,,,,15.0,,,100.0,,,100.0,,
140,,,,,,,10.0,,,100.0,,,100.0,,
