TimeDelta,median_ZigBee,LB_ZigBee,UB_ZigBee,median_BLE_2M,LB_BLE_2M,UB_BLE_2M,median_BLE_1M,LB_BLE_1M,UB_BLE_1M,median_BLE_500K,LB_BLE_500K,UB_BLE_500K,median_BLE_125K,LB_BLE_125K,UB_BLE_125K
-7,35.0,10.0,60.0,0.0,0.0,5.0,22.5,5.0,25.0,0.0,0.0,0.0,15.0,0.0,70.0
-6,25.0,5.0,60.0,0.0,0.0,20.0,30.0,0.0,40.0,0.0,0.0,0.0,30.0,0.0,55.0
-5,20.0,5.0,50.0,15.0,5.0,35.0,25.0,10.0,35.0,0.0,0.0,0.0,40.0,0.0,50.0
-4,12.5,0.0,45.0,30.0,10.0,40.0,25.0,10.0,40.0,0.0,0.0,5.0,40.0,0.0,80.0
-3,22.5,5.0,65.0,45.0,20.0,55.0,40.0,20.0,45.0,0.0,0.0,5.0,70.0,5.0,95.0
-2,57.5,25.0,80.0,65.0,35.0,70.0,37.5,15.0,50.0,5.0,0.0,15.0,90.0,25.0,100.0
-1,80.0,35.0,100.0,60.0,45.0,65.0,45.0,35.0,50.0,15.0,0.0,35.0,95.0,40.0,100.0
0,72.5,15.0,100.0,65.0,50.0,65.0,40.0,30.0,60.0,30.0,0.0,50.0,90.0,65.0,100.0
1,52.5,10.0,100.0,65.0,55.0,70.0,37.5,25.0,65.0,65.0,0.0,95.0,95.0,75.0,100.0
2,37.5,5.0,95.0,80.0,55.0,90.0,52.5,30.0,65.0,85.0,0.0,95.0,95.0,5.0,100.0
3,17.5,5.0,75.0,70.0,55.0,90.0,35.0,25.0,65.0,60.0,0.0,75.0,95.0,5.0,95.0
4,30.0,15.0,70.0,55.0,50.0,65.0,35.0,15.0,55.0,20.0,0.0,40.0,75.0,0.0,95.0
5,42.5,10.0,70.0,45.0,25.0,75.0,27.5,25.0,60.0,5.0,0.0,20.0,30.0,5.0,90.0
6,50.0,10.0,65.0,45.0,10.0,50.0,25.0,15.0,40.0,0.0,0.0,5.0,10.0,0.0,65.0
7,27.5,10.0,55.0,35.0,0.0,40.0,25.0,15.0,35.0,0.0,0.0,10.0,5.0,0.0,70.0
8,27.5,15.0,55.0,20.0,0.0,40.0,22.5,15.0,45.0,0.0,0.0,0.0,15.0,0.0,70.0
9,50.0,30.0,70.0,5.0,0.0,30.0,20.0,10.0,35.0,0.0,0.0,0.0,0.0,0.0,90.0
10,40.0,25.0,60.0,0.0,0.0,5.0,10.0,5.0,15.0,0.0,0.0,5.0,5.0,0.0,70.0
11,40.0,20.0,65.0,0.0,0.0,0.0,2.5,0.0,30.0,0.0,0.0,0.0,10.0,0.0,80.0
12,42.5,30.0,55.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,5.0,0.0,80.0
13,57.5,35.0,70.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,5.0,0.0,75.0
14,35.0,15.0,70.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,5.0,0.0,50.0
15,42.5,20.0,55.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,70.0
16,50.0,35.0,65.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,60.0
20,47.5,20.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
25,55.0,5.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
30,25.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,30.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,60.0,40.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,75.0,40.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,75.0,40.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
60,10.0,0.0,15.0,0.0,,,0.0,,,0.0,,,0.0,,
70,7.5,0.0,100.0,0.0,,,0.0,,,0.0,,,0.0,,
75,100.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,30.0,5.0,50.0,0.0,,,0.0,,,0.0,,,0.0,,
90,10.0,5.0,60.0,0.0,,,0.0,,,0.0,,,0.0,,
100,47.5,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
120,32.5,10.0,50.0,0.0,,,0.0,,,0.0,,,0.0,,
140,27.5,20.0,35.0,0.0,,,0.0,,,0.0,,,0.0,,
