TimeDelta,median_ZigBee,LB_ZigBee,UB_ZigBee,median_BLE_2M,LB_BLE_2M,UB_BLE_2M,median_BLE_1M,LB_BLE_1M,UB_BLE_1M,median_BLE_500K,LB_BLE_500K,UB_BLE_500K,median_BLE_125K,LB_BLE_125K,UB_BLE_125K
-140,52.5,20.0,65.0,0.0,,,0.0,,,0.0,,,0.0,,
-120,42.5,20.0,75.0,0.0,,,0.0,,,0.0,,,0.0,,
-100,42.5,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
-90,22.5,5.0,30.0,0.0,,,0.0,,,0.0,,,0.0,,
-80,40.0,10.0,45.0,0.0,,,0.0,,,0.0,,,0.0,,
-75,95.0,85.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
-70,12.5,5.0,40.0,0.0,,,0.0,,,0.0,,,0.0,,
-60,12.5,10.0,35.0,0.0,,,0.0,,,0.0,,,5.0,,
-50,62.5,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,40.0
-45,90.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,35.0
-40,57.5,20.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0
-35,22.5,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
-30,25.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25,47.5,25.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-20,50.0,20.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
-16,72.5,55.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
-15,52.5,30.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
-14,42.5,20.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
-13,45.0,20.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
-12,37.5,30.0,80.0,0.0,0.0,0.0,2.5,0.0,5.0,0.0,0.0,0.0,10.0,0.0,25.0
-11,37.5,15.0,80.0,0.0,0.0,0.0,7.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,35.0
-10,30.0,15.0,65.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,25.0
-9,30.0,10.0,70.0,0.0,0.0,0.0,12.5,0.0,25.0,0.0,0.0,0.0,0.0,0.0,55.0
-8,25.0,5.0,70.0,0.0,0.0,5.0,25.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,40.0
