TimeDelta,median_ZigBee,LB_ZigBee,UB_ZigBee,median_BLE_2M,LB_BLE_2M,UB_BLE_2M,median_BLE_1M,LB_BLE_1M,UB_BLE_1M,median_BLE_500K,LB_BLE_500K,UB_BLE_500K,median_BLE_125K,LB_BLE_125K,UB_BLE_125K
-140,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,40.0,75.0
-120,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,5.0,70.0
-100,97.5,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,70.0
-90,100.0,90.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,85.0
-80,95.0,85.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,15.0,60.0
-75,100.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,37.5,,
-70,95.0,85.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,55.0,65.0
-60,90.0,85.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,65.0,75.0
-50,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,55.0,90.0
-45,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,35.0,75.0
-40,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,25.0,60.0
-35,95.0,85.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,55.0
-30,92.5,80.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,35.0
-25,100.0,80.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,60.0
-20,97.5,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,85.0
-16,100.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,35.0,,
-15,92.5,85.0,100.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,80.0,0.0,100.0
-14,87.5,75.0,100.0,0.0,0.0,0.0,7.5,0.0,20.0,0.0,0.0,5.0,75.0,0.0,100.0
-13,95.0,85.0,100.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,85.0,0.0,100.0
-12,95.0,85.0,100.0,0.0,0.0,0.0,22.5,0.0,35.0,0.0,0.0,5.0,85.0,0.0,95.0
-11,95.0,90.0,100.0,0.0,0.0,0.0,17.5,0.0,40.0,0.0,0.0,10.0,70.0,0.0,100.0
-10,95.0,70.0,100.0,0.0,0.0,0.0,37.5,25.0,55.0,0.0,0.0,20.0,95.0,0.0,100.0
-9,87.5,85.0,100.0,0.0,0.0,15.0,45.0,0.0,45.0,10.0,0.0,20.0,95.0,5.0,100.0
-8,82.5,60.0,100.0,0.0,0.0,35.0,30.0,15.0,55.0,7.5,0.0,20.0,95.0,25.0,100.0
-7,70.0,65.0,100.0,10.0,0.0,25.0,35.0,20.0,60.0,15.0,0.0,35.0,100.0,55.0,100.0
-6,77.5,60.0,100.0,30.0,10.0,55.0,50.0,40.0,60.0,22.5,0.0,40.0,100.0,60.0,100.0
-5,67.5,60.0,100.0,25.0,5.0,55.0,47.5,30.0,55.0,42.5,15.0,60.0,100.0,45.0,100.0
-4,95.0,85.0,100.0,50.0,30.0,65.0,57.5,50.0,70.0,42.5,15.0,70.0,100.0,60.0,100.0
-3,100.0,80.0,100.0,50.0,35.0,75.0,75.0,65.0,85.0,60.0,30.0,85.0,100.0,100.0,100.0
-2,100.0,95.0,100.0,85.0,45.0,95.0,95.0,85.0,100.0,77.5,45.0,100.0,100.0,95.0,100.0
-1,100.0,100.0,100.0,100.0,55.0,100.0,97.5,85.0,100.0,87.5,65.0,100.0,100.0,100.0,100.0
0,100.0,100.0,100.0,90.0,80.0,100.0,100.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1,100.0,95.0,100.0,80.0,45.0,100.0,85.0,75.0,100.0,97.5,80.0,100.0,100.0,100.0,100.0
2,82.5,55.0,100.0,65.0,50.0,100.0,85.0,70.0,100.0,87.5,70.0,100.0,100.0,100.0,100.0
3,85.0,65.0,100.0,60.0,30.0,100.0,90.0,55.0,95.0,77.5,45.0,100.0,100.0,100.0,100.0
4,72.5,60.0,100.0,60.0,20.0,95.0,60.0,35.0,95.0,62.5,40.0,80.0,100.0,100.0,100.0
5,70.0,40.0,100.0,35.0,5.0,85.0,57.5,40.0,80.0,30.0,15.0,60.0,100.0,100.0,100.0
6,75.0,45.0,95.0,15.0,0.0,80.0,50.0,25.0,75.0,45.0,25.0,50.0,95.0,80.0,100.0
7,67.5,60.0,100.0,5.0,0.0,65.0,35.0,25.0,80.0,20.0,10.0,30.0,90.0,55.0,100.0
8,80.0,75.0,100.0,0.0,0.0,50.0,37.5,25.0,70.0,15.0,15.0,20.0,85.0,40.0,100.0
