PowerDelta,median_ZigBee,LB_ZigBee,UB_ZigBee,median_BLE_2M,LB_BLE_2M,UB_BLE_2M,median_BLE_1M,LB_BLE_1M,UB_BLE_1M,median_BLE_500K,LB_BLE_500K,UB_BLE_500K,median_BLE_125K,LB_BLE_125K,UB_BLE_125K
-16,100.0,,,100.0,,,100.0,,,,,,100.0,,
-15,,,,100.0,,,,,,100.0,,,,,
-14,,,,100.0,,,100.0,100.0,100.0,100.0,,,100.0,,
-13,100.0,100.0,100.0,100.0,,,100.0,,,100.0,,,100.0,,
-12,100.0,100.0,100.0,100.0,,,,,,100.0,,,,,
-11,100.0,100.0,100.0,100.0,,,100.0,,,100.0,,,100.0,,
-10,100.0,,,92.5,,,100.0,,,82.5,,,100.0,,
-9,100.0,100.0,100.0,87.5,,,95.0,,,80.0,,,100.0,,
-8,100.0,100.0,100.0,80.0,,,70.0,55.0,90.0,72.5,45.0,100.0,100.0,100.0,100.0
-7,100.0,,,70.0,60.0,80.0,95.0,45.0,100.0,40.0,25.0,50.0,92.5,,
-6,100.0,100.0,100.0,50.0,30.0,60.0,25.0,10.0,65.0,20.0,5.0,75.0,100.0,100.0,100.0
-5,100.0,,,20.0,20.0,30.0,50.0,0.0,75.0,15.0,0.0,60.0,100.0,55.0,100.0
-4,100.0,100.0,100.0,7.5,,,22.5,0.0,60.0,10.0,0.0,35.0,80.0,45.0,95.0
-3,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,5.0,25.0,60.0,25.0,80.0
-2,92.5,60.0,100.0,0.0,0.0,0.0,12.5,0.0,50.0,2.5,0.0,5.0,65.0,5.0,80.0
-1,50.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,30.0,10.0,60.0
0,57.5,35.0,70.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,5.0,0.0,75.0
1,52.5,50.0,65.0,0.0,0.0,0.0,15.0,0.0,20.0,2.5,0.0,10.0,85.0,40.0,85.0
2,60.0,25.0,80.0,0.0,0.0,0.0,7.5,0.0,20.0,20.0,0.0,70.0,95.0,90.0,100.0
3,85.0,,,0.0,0.0,0.0,40.0,0.0,45.0,60.0,5.0,85.0,100.0,100.0,100.0
4,100.0,95.0,100.0,5.0,0.0,15.0,70.0,0.0,90.0,75.0,65.0,85.0,100.0,100.0,100.0
5,,,,25.0,,,82.5,70.0,90.0,100.0,95.0,100.0,100.0,100.0,100.0
6,100.0,,,45.0,15.0,50.0,95.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
7,100.0,,,77.5,,,95.0,,,100.0,,,100.0,,
8,100.0,,,65.0,,,100.0,100.0,100.0,100.0,,,100.0,,
9,100.0,,,100.0,75.0,100.0,100.0,,,100.0,100.0,100.0,100.0,,
10,,,,92.5,,,100.0,100.0,100.0,100.0,,,100.0,100.0,100.0
11,100.0,,,100.0,,,100.0,,,100.0,,,100.0,,
12,,,,100.0,,,,,,100.0,,,,,
13,100.0,,,100.0,,,100.0,,,100.0,,,100.0,,
14,100.0,,,100.0,,,100.0,,,,,,100.0,,
15,100.0,,,100.0,,,,,,100.0,,,,,
16,,,,100.0,,,100.0,,,,,,100.0,,
