TimeDelta,median_ZigBee,LB_ZigBee,UB_ZigBee,median_BLE_2M,LB_BLE_2M,UB_BLE_2M,median_BLE_1M,LB_BLE_1M,UB_BLE_1M,median_BLE_500K,LB_BLE_500K,UB_BLE_500K,median_BLE_125K,LB_BLE_125K,UB_BLE_125K
-140,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,15.0,90.0,85.0,100.0
-120,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,95.0,95.0,100.0
-100,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,25.0,52.5,35.0,60.0
-90,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,40.0,87.5,80.0,100.0
-80,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,25.0,82.5,70.0,95.0
-75,,,,,,,,,,,,,,,
-70,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,67.5,65.0,80.0
-60,100.0,90.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,75.0,70.0,80.0
-50,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,30.0,85.0,80.0,100.0
-45,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,40.0,70.0,60.0,80.0
-40,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,20.0,65.0,40.0,70.0
-35,100.0,85.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30.0,50.0,40.0,50.0
-30,95.0,85.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,20.0,45.0,30.0,55.0
-25,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,65.0,60.0,70.0
-20,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,20.0,90.0,65.0,95.0
-16,,,,,,,,,,,,,,,
-15,100.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,15.0,85.0,75.0,90.0
-14,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,20.0,85.0,75.0,95.0
-13,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,95.0,90.0,100.0
-12,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,35.0,90.0,70.0,100.0
-11,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,30.0,100.0,80.0,100.0
-10,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,35.0,100.0,75.0,100.0
