Mode,Transmitter,TxPower,medianRSSI
0,0,-8,-85.0
0,0,-4,-82.0
0,0,0,-77.0
0,0,2,-72.5
0,0,3,-71.0
0,0,4,-71.0
0,0,5,-70.0
0,0,6,-69.0
0,0,7,-69.0
0,0,8,-68.0
0,1,-8,-93.0
0,1,-4,-90.0
0,1,0,-86.0
0,1,2,-81.0
0,1,3,-80.0
0,1,4,-79.0
0,1,5,-79.0
0,1,6,-78.0
0,1,7,-77.0
0,1,8,-76.5
1,0,-8,-71.0
1,0,-4,-68.0
1,0,0,-65.0
1,0,2,-61.0
1,0,3,-60.5
1,0,4,-60.0
1,0,5,-59.0
1,0,6,-58.0
1,0,7,-57.0
1,0,8,-57.0
1,1,-8,-74.0
1,1,-4,-71.0
1,1,0,-68.0
1,1,2,-64.0
1,1,3,-63.0
1,1,4,-62.0
1,1,5,-62.0
1,1,6,-61.0
1,1,7,-60.0
1,1,8,-60.0
2,0,-8,-72.0
2,0,-4,-69.0
2,0,0,-66.0
2,0,2,-62.0
2,0,3,-61.0
2,0,4,-60.0
2,0,5,-60.0
2,0,6,-60.0
2,0,7,-58.0
2,0,8,-57.0
2,1,-8,-75.0
2,1,-4,-72.0
2,1,0,-68.0
2,1,2,-64.0
2,1,3,-63.0
2,1,4,-62.0
2,1,5,-62.0
2,1,6,-62.0
2,1,7,-61.0
2,1,8,-60.0
3,0,-8,-71.0
3,0,-4,-68.5
3,0,0,-65.0
3,0,2,-61.0
3,0,3,-61.0
3,0,4,-60.0
3,0,5,-59.0
3,0,6,-58.0
3,0,7,-57.0
3,0,8,-57.0
3,1,-8,-74.0
3,1,-4,-71.0
3,1,0,-68.0
3,1,2,-64.0
3,1,3,-63.0
3,1,4,-62.0
3,1,5,-62.0
3,1,6,-61.0
3,1,7,-61.0
3,1,8,-60.0
4,0,-8,-71.0
4,0,-4,-68.0
4,0,0,-64.0
4,0,2,-61.0
4,0,3,-60.0
4,0,4,-59.0
4,0,5,-59.0
4,0,6,-57.0
4,0,7,-57.0
4,0,8,-56.0
4,1,-8,-74.0
4,1,-4,-70.0
4,1,0,-67.0
4,1,2,-63.0
4,1,3,-62.0
4,1,4,-62.0
4,1,5,-61.0
4,1,6,-60.0
4,1,7,-60.0
4,1,8,-59.0
