Measurement Number, Transmitter, TX Power, Mode, RSSI
0, 0, -8, 0, -75
1, 0, -8, 0, -75
2, 0, -8, 0, -75
3, 0, -8, 0, -75
4, 0, -8, 0, -75
5, 0, -8, 0, -75
6, 0, -8, 0, -75
7, 0, -8, 0, -75
8, 0, -8, 0, -75
9, 0, -8, 0, -75
10, 0, -8, 0, -75
11, 0, -8, 0, -75
12, 0, -8, 0, -74
13, 0, -8, 0, -75
14, 0, -8, 0, -75
15, 0, -8, 0, -75
16, 0, -8, 0, -75
17, 0, -8, 0, -75
18, 0, -8, 0, -75
19, 0, -8, 0, -75
20, 1, -8, 0, -85
21, 1, -8, 0, -84
22, 1, -8, 0, -85
23, 1, -8, 0, -85
24, 1, -8, 0, -85
25, 1, -8, 0, -84
26, 1, -8, 0, -85
27, 1, -8, 0, -85
28, 1, -8, 0, -85
29, 1, -8, 0, -85
30, 1, -8, 0, -84
31, 1, -8, 0, -85
32, 1, -8, 0, -85
33, 1, -8, 0, -85
34, 1, -8, 0, -84
35, 1, -8, 0, -84
36, 1, -8, 0, -84
37, 1, -8, 0, -84
38, 1, -8, 0, -86
39, 1, -8, 0, -85
40, 0, -4, 0, -72
41, 0, -4, 0, -72
42, 0, -4, 0, -71
43, 0, -4, 0, -72
44, 0, -4, 0, -71
45, 0, -4, 0, -71
46, 0, -4, 0, -72
47, 0, -4, 0, -71
48, 0, -4, 0, -71
49, 0, -4, 0, -71
50, 0, -4, 0, -71
51, 0, -4, 0, -72
52, 0, -4, 0, -72
53, 0, -4, 0, -72
54, 0, -4, 0, -72
55, 0, -4, 0, -72
56, 0, -4, 0, -72
57, 0, -4, 0, -72
58, 0, -4, 0, -72
59, 0, -4, 0, -72
60, 1, -4, 0, -82
61, 1, -4, 0, -82
62, 1, -4, 0, -81
63, 1, -4, 0, -81
64, 1, -4, 0, -81
65, 1, -4, 0, -81
66, 1, -4, 0, -81
67, 1, -4, 0, -81
68, 1, -4, 0, -81
69, 1, -4, 0, -82
70, 1, -4, 0, -81
71, 1, -4, 0, -82
72, 1, -4, 0, -81
73, 1, -4, 0, -81
74, 1, -4, 0, -81
75, 1, -4, 0, -81
76, 1, -4, 0, -81
77, 1, -4, 0, -81
78, 1, -4, 0, -81
79, 1, -4, 0, -81
80, 0, 0, 0, -67
81, 0, 0, 0, -67
82, 0, 0, 0, -67
83, 0, 0, 0, -67
84, 0, 0, 0, -67
85, 0, 0, 0, -68
86, 0, 0, 0, -68
87, 0, 0, 0, -68
88, 0, 0, 0, -67
89, 0, 0, 0, -68
90, 0, 0, 0, -67
91, 0, 0, 0, -67
92, 0, 0, 0, -67
93, 0, 0, 0, -67
94, 0, 0, 0, -67
95, 0, 0, 0, -67
96, 0, 0, 0, -67
97, 0, 0, 0, -68
98, 0, 0, 0, -67
99, 0, 0, 0, -67
100, 1, 0, 0, -77
101, 1, 0, 0, -77
102, 1, 0, 0, -77
103, 1, 0, 0, -77
104, 1, 0, 0, -77
105, 1, 0, 0, -77
106, 1, 0, 0, -77
107, 1, 0, 0, -77
108, 1, 0, 0, -77
109, 1, 0, 0, -77
110, 1, 0, 0, -77
111, 1, 0, 0, -77
112, 1, 0, 0, -77
113, 1, 0, 0, -77
114, 1, 0, 0, -77
115, 1, 0, 0, -77
116, 1, 0, 0, -77
117, 1, 0, 0, -77
118, 1, 0, 0, -77
119, 1, 0, 0, -77
120, 0, 2, 0, -63
121, 0, 2, 0, -62
122, 0, 2, 0, -62
123, 0, 2, 0, -62
124, 0, 2, 0, -62
125, 0, 2, 0, -62
126, 0, 2, 0, -62
127, 0, 2, 0, -62
128, 0, 2, 0, -62
129, 0, 2, 0, -62
130, 0, 2, 0, -62
131, 0, 2, 0, -62
132, 0, 2, 0, -62
133, 0, 2, 0, -62
134, 0, 2, 0, -62
135, 0, 2, 0, -62
136, 0, 2, 0, -62
137, 0, 2, 0, -62
138, 0, 2, 0, -62
139, 0, 2, 0, -62
140, 1, 2, 0, -73
141, 1, 2, 0, -73
142, 1, 2, 0, -73
143, 1, 2, 0, -73
144, 1, 2, 0, -73
145, 1, 2, 0, -73
146, 1, 2, 0, -73
147, 1, 2, 0, -73
148, 1, 2, 0, -73
149, 1, 2, 0, -73
150, 1, 2, 0, -73
151, 1, 2, 0, -73
152, 1, 2, 0, -73
153, 1, 2, 0, -73
154, 1, 2, 0, -73
155, 1, 2, 0, -73
156, 1, 2, 0, -73
157, 1, 2, 0, -73
158, 1, 2, 0, -72
159, 1, 2, 0, -73
160, 0, 3, 0, -61
161, 0, 3, 0, -61
162, 0, 3, 0, -61
163, 0, 3, 0, -61
164, 0, 3, 0, -61
165, 0, 3, 0, -61
166, 0, 3, 0, -61
167, 0, 3, 0, -61
168, 0, 3, 0, -61
169, 0, 3, 0, -61
170, 0, 3, 0, -61
171, 0, 3, 0, -61
172, 0, 3, 0, -61
173, 0, 3, 0, -61
174, 0, 3, 0, -61
175, 0, 3, 0, -61
176, 0, 3, 0, -61
177, 0, 3, 0, -61
178, 0, 3, 0, -61
179, 0, 3, 0, -61
180, 1, 3, 0, -72
181, 1, 3, 0, -72
182, 1, 3, 0, -71
183, 1, 3, 0, -71
184, 1, 3, 0, -72
185, 1, 3, 0, -72
186, 1, 3, 0, -72
187, 1, 3, 0, -71
188, 1, 3, 0, -72
189, 1, 3, 0, -72
190, 1, 3, 0, -71
191, 1, 3, 0, -72
192, 1, 3, 0, -72
193, 1, 3, 0, -72
194, 1, 3, 0, -72
195, 1, 3, 0, -72
196, 1, 3, 0, -71
197, 1, 3, 0, -72
198, 1, 3, 0, -71
199, 1, 3, 0, -72
200, 0, 4, 0, -60
201, 0, 4, 0, -60
202, 0, 4, 0, -60
203, 0, 4, 0, -62
204, 0, 4, 0, -62
205, 0, 4, 0, -62
206, 0, 4, 0, -60
207, 0, 4, 0, -60
208, 0, 4, 0, -60
209, 0, 4, 0, -60
210, 0, 4, 0, -60
211, 0, 4, 0, -60
212, 0, 4, 0, -62
213, 0, 4, 0, -60
214, 0, 4, 0, -62
215, 0, 4, 0, -61
216, 0, 4, 0, -61
217, 0, 4, 0, -61
218, 0, 4, 0, -60
219, 0, 4, 0, -62
220, 1, 4, 0, -71
221, 1, 4, 0, -71
222, 1, 4, 0, -71
223, 1, 4, 0, -71
224, 1, 4, 0, -71
225, 1, 4, 0, -71
226, 1, 4, 0, -71
227, 1, 4, 0, -71
228, 1, 4, 0, -71
229, 1, 4, 0, -71
230, 1, 4, 0, -71
231, 1, 4, 0, -71
232, 1, 4, 0, -71
233, 1, 4, 0, -71
234, 1, 4, 0, -71
235, 1, 4, 0, -71
236, 1, 4, 0, -71
237, 1, 4, 0, -71
238, 1, 4, 0, -71
239, 1, 4, 0, -71
240, 0, 5, 0, -61
241, 0, 5, 0, -60
242, 0, 5, 0, -60
243, 0, 5, 0, -60
244, 0, 5, 0, -60
245, 0, 5, 0, -61
246, 0, 5, 0, -60
247, 0, 5, 0, -60
248, 0, 5, 0, -60
249, 0, 5, 0, -60
250, 0, 5, 0, -61
251, 0, 5, 0, -60
252, 0, 5, 0, -60
253, 0, 5, 0, -60
254, 0, 5, 0, -60
255, 0, 5, 0, -61
256, 0, 5, 0, -60
257, 0, 5, 0, -60
258, 0, 5, 0, -60
259, 0, 5, 0, -61
260, 1, 5, 0, -70
261, 1, 5, 0, -70
262, 1, 5, 0, -70
263, 1, 5, 0, -70
264, 1, 5, 0, -70
265, 1, 5, 0, -70
266, 1, 5, 0, -70
267, 1, 5, 0, -70
268, 1, 5, 0, -70
269, 1, 5, 0, -70
270, 1, 5, 0, -70
271, 1, 5, 0, -70
272, 1, 5, 0, -70
273, 1, 5, 0, -70
274, 1, 5, 0, -70
275, 1, 5, 0, -70
276, 1, 5, 0, -70
277, 1, 5, 0, -70
278, 1, 5, 0, -70
279, 1, 5, 0, -70
280, 0, 6, 0, -60
281, 0, 6, 0, -59
282, 0, 6, 0, -60
283, 0, 6, 0, -60
284, 0, 6, 0, -59
285, 0, 6, 0, -60
286, 0, 6, 0, -59
287, 0, 6, 0, -60
288, 0, 6, 0, -60
289, 0, 6, 0, -60
290, 0, 6, 0, -60
291, 0, 6, 0, -60
292, 0, 6, 0, -60
293, 0, 6, 0, -60
294, 0, 6, 0, -60
295, 0, 6, 0, -60
296, 0, 6, 0, -60
297, 0, 6, 0, -60
298, 0, 6, 0, -60
299, 0, 6, 0, -60
300, 1, 6, 0, -69
301, 1, 6, 0, -69
302, 1, 6, 0, -69
303, 1, 6, 0, -69
304, 1, 6, 0, -69
305, 1, 6, 0, -69
306, 1, 6, 0, -69
307, 1, 6, 0, -69
308, 1, 6, 0, -69
309, 1, 6, 0, -69
310, 1, 6, 0, -69
311, 1, 6, 0, -69
312, 1, 6, 0, -69
313, 1, 6, 0, -69
314, 1, 6, 0, -69
315, 1, 6, 0, -69
316, 1, 6, 0, -69
317, 1, 6, 0, -69
318, 1, 6, 0, -69
319, 1, 6, 0, -69
320, 0, 7, 0, -59
321, 0, 7, 0, -59
322, 0, 7, 0, -59
323, 0, 7, 0, -59
324, 0, 7, 0, -59
325, 0, 7, 0, -59
326, 0, 7, 0, -59
327, 0, 7, 0, -59
328, 0, 7, 0, -59
329, 0, 7, 0, -59
330, 0, 7, 0, -59
331, 0, 7, 0, -59
332, 0, 7, 0, -59
333, 0, 7, 0, -59
334, 0, 7, 0, -59
335, 0, 7, 0, -59
336, 0, 7, 0, -59
337, 0, 7, 0, -59
338, 0, 7, 0, -59
339, 0, 7, 0, -59
340, 1, 7, 0, -69
341, 1, 7, 0, -69
342, 1, 7, 0, -69
343, 1, 7, 0, -69
344, 1, 7, 0, -69
345, 1, 7, 0, -69
346, 1, 7, 0, -69
347, 1, 7, 0, -69
348, 1, 7, 0, -69
349, 1, 7, 0, -69
350, 1, 7, 0, -69
351, 1, 7, 0, -69
352, 1, 7, 0, -69
353, 1, 7, 0, -69
354, 1, 7, 0, -69
355, 1, 7, 0, -69
356, 1, 7, 0, -69
357, 1, 7, 0, -69
358, 1, 7, 0, -69
359, 1, 7, 0, -69
360, 0, 8, 0, -60
361, 0, 8, 0, -58
362, 0, 8, 0, -60
363, 0, 8, 0, -60
364, 0, 8, 0, -58
365, 0, 8, 0, -60
366, 0, 8, 0, -60
367, 0, 8, 0, -58
368, 0, 8, 0, -60
369, 0, 8, 0, -58
370, 0, 8, 0, -60
371, 0, 8, 0, -60
372, 0, 8, 0, -60
373, 0, 8, 0, -60
374, 0, 8, 0, -58
375, 0, 8, 0, -58
376, 0, 8, 0, -58
377, 0, 8, 0, -60
378, 0, 8, 0, -60
379, 0, 8, 0, -60
380, 1, 8, 0, -68
381, 1, 8, 0, -68
382, 1, 8, 0, -68
383, 1, 8, 0, -68
384, 1, 8, 0, -68
385, 1, 8, 0, -68
386, 1, 8, 0, -68
387, 1, 8, 0, -68
388, 1, 8, 0, -68
389, 1, 8, 0, -68
390, 1, 8, 0, -68
391, 1, 8, 0, -68
392, 1, 8, 0, -68
393, 1, 8, 0, -68
394, 1, 8, 0, -68
395, 1, 8, 0, -68
396, 1, 8, 0, -68
397, 1, 8, 0, -68
398, 1, 8, 0, -68
399, 1, 8, 0, -69
400, 0, -8, 1, -71
401, 0, -8, 1, -71
402, 0, -8, 1, -71
403, 0, -8, 1, -71
404, 0, -8, 1, -71
405, 0, -8, 1, -71
406, 0, -8, 1, -71
407, 0, -8, 1, -71
408, 0, -8, 1, -71
409, 0, -8, 1, -71
410, 0, -8, 1, -71
411, 0, -8, 1, -71
412, 0, -8, 1, -71
413, 0, -8, 1, -71
414, 0, -8, 1, -71
415, 0, -8, 1, -71
416, 0, -8, 1, -71
417, 0, -8, 1, -71
418, 0, -8, 1, -71
419, 0, -8, 1, -71
420, 1, -8, 1, -72
