TimeDelta,median_ZigBee,LB_ZigBee,UB_ZigBee,median_BLE_2M,LB_BLE_2M,UB_BLE_2M,median_BLE_1M,LB_BLE_1M,UB_BLE_1M,median_BLE_500K,LB_BLE_500K,UB_BLE_500K,median_BLE_125K,LB_BLE_125K,UB_BLE_125K
-140,45.0,35.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
-120,50.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
-100,22.5,15.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
-90,27.5,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
-80,40.0,20.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
-75,95.0,85.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
-70,10.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
-60,15.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
-50,40.0,25.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,30.0
-45,60.0,40.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,35.0
-40,25.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0
-35,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30,7.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25,27.5,25.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-20,35.0,25.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,10.0
-16,72.5,55.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
-15,45.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,2.5,0.0,5.0
-14,40.0,40.0,45.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,5.0,0.0,15.0
-13,45.0,35.0,45.0,0.0,0.0,0.0,10.0,0.0,15.0,0.0,0.0,20.0,5.0,0.0,25.0
-12,40.0,35.0,40.0,0.0,0.0,0.0,5.0,5.0,10.0,0.0,0.0,30.0,10.0,0.0,20.0
-11,37.5,25.0,50.0,0.0,0.0,0.0,20.0,15.0,30.0,0.0,0.0,10.0,17.5,0.0,25.0
-10,32.5,30.0,40.0,0.0,0.0,0.0,15.0,10.0,35.0,0.0,0.0,35.0,20.0,0.0,25.0
-9,30.0,30.0,40.0,0.0,0.0,0.0,20.0,20.0,30.0,0.0,0.0,20.0,22.5,0.0,50.0
-8,42.5,35.0,50.0,15.0,0.0,15.0,25.0,25.0,35.0,0.0,0.0,20.0,30.0,5.0,55.0
-7,32.5,20.0,40.0,17.5,0.0,25.0,25.0,20.0,35.0,0.0,0.0,30.0,25.0,0.0,70.0
-6,40.0,25.0,45.0,32.5,5.0,40.0,40.0,30.0,40.0,0.0,0.0,50.0,37.5,5.0,55.0
-5,35.0,25.0,45.0,37.5,20.0,45.0,35.0,25.0,45.0,0.0,0.0,40.0,42.5,10.0,75.0
-4,37.5,30.0,45.0,47.5,40.0,55.0,45.0,25.0,45.0,5.0,0.0,50.0,50.0,25.0,80.0
-3,50.0,25.0,60.0,55.0,45.0,70.0,45.0,40.0,55.0,5.0,0.0,50.0,75.0,30.0,95.0
-2,60.0,50.0,70.0,70.0,65.0,75.0,50.0,40.0,70.0,15.0,5.0,85.0,92.5,50.0,100.0
-1,75.0,70.0,90.0,70.0,60.0,85.0,60.0,45.0,65.0,35.0,15.0,85.0,100.0,75.0,100.0
0,70.0,60.0,85.0,65.0,60.0,75.0,60.0,40.0,65.0,50.0,30.0,65.0,95.0,70.0,100.0
1,50.0,45.0,70.0,65.0,55.0,70.0,50.0,40.0,65.0,65.0,60.0,70.0,95.0,75.0,100.0
2,37.5,25.0,55.0,62.5,60.0,80.0,55.0,40.0,65.0,70.0,45.0,85.0,92.5,50.0,100.0
3,45.0,25.0,50.0,60.0,45.0,70.0,50.0,40.0,65.0,55.0,45.0,65.0,77.5,20.0,95.0
4,37.5,30.0,45.0,55.0,50.0,55.0,40.0,30.0,45.0,30.0,20.0,35.0,67.5,25.0,90.0
5,32.5,25.0,50.0,35.0,25.0,45.0,30.0,25.0,55.0,20.0,5.0,25.0,42.5,10.0,80.0
6,47.5,35.0,55.0,17.5,10.0,40.0,30.0,20.0,40.0,5.0,0.0,30.0,30.0,10.0,65.0
7,32.5,25.0,45.0,7.5,0.0,25.0,20.0,15.0,35.0,10.0,0.0,30.0,20.0,0.0,70.0
8,30.0,20.0,35.0,0.0,0.0,20.0,25.0,20.0,45.0,0.0,0.0,25.0,20.0,0.0,55.0
9,35.0,25.0,50.0,0.0,0.0,0.0,25.0,20.0,35.0,0.0,0.0,30.0,7.5,0.0,70.0
10,30.0,25.0,50.0,0.0,0.0,0.0,15.0,5.0,20.0,5.0,0.0,10.0,5.0,0.0,55.0
11,27.5,25.0,40.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,75.0
12,35.0,35.0,40.0,0.0,0.0,0.0,5.0,0.0,20.0,0.0,0.0,15.0,7.5,0.0,60.0
13,37.5,35.0,45.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,10.0,0.0,60.0
14,25.0,25.0,35.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,5.0,0.0,50.0
15,32.5,20.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
16,50.0,35.0,65.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,60.0
20,35.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,25.0
25,22.5,15.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,12.5,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,50.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
45,57.5,40.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
50,45.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
60,7.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
70,15.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
75,100.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,22.5,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
90,10.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
100,20.0,20.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
120,22.5,15.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
140,35.0,25.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
