TimeDelta,median_ZigBee,LB_ZigBee,UB_ZigBee,median_BLE_2M,LB_BLE_2M,UB_BLE_2M,median_BLE_1M,LB_BLE_1M,UB_BLE_1M,median_BLE_500K,LB_BLE_500K,UB_BLE_500K,median_BLE_125K,LB_BLE_125K,UB_BLE_125K
-140,100.0,100.0,100.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,95.0,85.0,100.0
-120,100.0,100.0,100.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,100.0,70.0,100.0
-100,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,20.0,65.0
-90,100.0,100.0,100.0,0.0,0.0,0.0,0.0,,,0.0,0.0,5.0,100.0,80.0,100.0
-80,100.0,100.0,100.0,0.0,0.0,0.0,0.0,,,0.0,0.0,5.0,80.0,60.0,80.0
-75,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,25.0,45.0
-70,100.0,100.0,100.0,0.0,0.0,0.0,0.0,,,0.0,0.0,10.0,85.0,40.0,95.0
-60,100.0,100.0,100.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,80.0,75.0,90.0
-50,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,65.0,90.0
-45,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,65.0,85.0
-40,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,20.0,45.0
-35,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.0,50.0
-30,100.0,90.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,10.0,35.0
-25,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,25.0,65.0
-20,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,20.0,75.0
-16,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0
-15,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,55.0,30.0,75.0
-14,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,55.0,40.0,95.0
-13,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,5.0,10.0,47.5,40.0,95.0
-12,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,10.0,17.5,0.0,30.0,70.0,50.0,95.0
-11,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,40.0,15.0,0.0,30.0,67.5,55.0,95.0
-10,100.0,100.0,100.0,0.0,0.0,5.0,5.0,5.0,50.0,12.5,0.0,30.0,77.5,55.0,100.0
-9,95.0,85.0,100.0,10.0,0.0,15.0,15.0,5.0,35.0,17.5,10.0,30.0,90.0,60.0,100.0
-8,95.0,85.0,100.0,25.0,10.0,30.0,15.0,10.0,40.0,20.0,5.0,30.0,82.5,55.0,100.0
-7,95.0,85.0,100.0,35.0,25.0,35.0,25.0,15.0,50.0,35.0,10.0,60.0,95.0,75.0,100.0
-6,95.0,85.0,100.0,35.0,20.0,40.0,40.0,20.0,45.0,42.5,25.0,65.0,90.0,80.0,100.0
-5,100.0,100.0,100.0,50.0,45.0,60.0,45.0,30.0,50.0,45.0,15.0,85.0,92.5,80.0,100.0
-4,100.0,100.0,100.0,70.0,65.0,70.0,50.0,35.0,80.0,55.0,35.0,95.0,97.5,90.0,100.0
-3,100.0,100.0,100.0,75.0,75.0,95.0,45.0,35.0,95.0,82.5,55.0,95.0,100.0,100.0,100.0
-2,100.0,100.0,100.0,100.0,90.0,100.0,70.0,60.0,100.0,85.0,65.0,100.0,100.0,100.0,100.0
-1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,65.0,100.0,97.5,95.0,100.0,100.0,100.0,100.0
0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,95.0,100.0,97.5,95.0,100.0,100.0,100.0,100.0
1,100.0,100.0,100.0,90.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2,100.0,100.0,100.0,90.0,65.0,100.0,100.0,90.0,100.0,97.5,85.0,100.0,100.0,100.0,100.0
3,100.0,95.0,100.0,85.0,60.0,100.0,100.0,75.0,100.0,100.0,75.0,100.0,100.0,100.0,100.0
