TimeDelta,median_ZigBee,LB_ZigBee,UB_ZigBee,median_BLE_2M,LB_BLE_2M,UB_BLE_2M,median_BLE_1M,LB_BLE_1M,UB_BLE_1M,median_BLE_500K,LB_BLE_500K,UB_BLE_500K,median_BLE_125K,LB_BLE_125K,UB_BLE_125K
4,95.0,90.0,100.0,75.0,45.0,90.0,95.0,60.0,100.0,80.0,45.0,100.0,100.0,100.0,100.0
5,90.0,80.0,100.0,60.0,40.0,80.0,80.0,75.0,100.0,75.0,45.0,90.0,100.0,100.0,100.0
6,95.0,85.0,100.0,40.0,15.0,60.0,60.0,40.0,85.0,55.0,35.0,75.0,100.0,100.0,100.0
7,90.0,85.0,95.0,15.0,5.0,35.0,50.0,35.0,85.0,45.0,35.0,45.0,97.5,85.0,100.0
8,100.0,100.0,100.0,0.0,0.0,20.0,35.0,5.0,65.0,37.5,35.0,45.0,95.0,80.0,100.0
9,95.0,95.0,100.0,0.0,0.0,10.0,10.0,0.0,35.0,15.0,10.0,30.0,77.5,55.0,95.0
10,100.0,95.0,100.0,0.0,0.0,0.0,5.0,0.0,35.0,15.0,10.0,20.0,70.0,50.0,100.0
11,100.0,100.0,100.0,0.0,0.0,0.0,5.0,0.0,40.0,17.5,10.0,20.0,67.5,35.0,75.0
12,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,12.5,5.0,15.0,72.5,35.0,90.0
13,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,15.0,17.5,15.0,20.0,62.5,35.0,80.0
14,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,5.0,7.5,5.0,10.0,45.0,40.0,75.0
15,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,47.5,20.0,80.0
16,100.0,,,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,5.0,45.0,20.0,50.0
20,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,37.5,5.0,55.0
25,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,10.0,17.5,0.0,40.0
30,100.0,80.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,32.5,20.0,35.0
35,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.5,35.0,80.0
40,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,5.0,97.5,80.0,100.0
45,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.5,80.0,100.0
50,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,85.0
60,100.0,100.0,100.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,70.0,40.0,70.0
70,100.0,100.0,100.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,75.0,70.0,75.0
75,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,100.0,100.0,100.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,65.0,10.0,70.0
90,100.0,100.0,100.0,0.0,0.0,0.0,0.0,,,0.0,0.0,20.0,40.0,35.0,40.0
100,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,45.0,65.0
120,100.0,100.0,100.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,100.0,100.0,100.0
140,100.0,100.0,100.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,75.0,35.0,100.0
