TimeDelta,median_ZigBee,LB_ZigBee,UB_ZigBee,median_BLE_2M,LB_BLE_2M,UB_BLE_2M,median_BLE_1M,LB_BLE_1M,UB_BLE_1M,median_BLE_500K,LB_BLE_500K,UB_BLE_500K,median_BLE_125K,LB_BLE_125K,UB_BLE_125K
-16,35.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,60.0,0.0,65.0
-15,50.0,45.0,65.0,0.0,0.0,0.0,2.5,0.0,25.0,0.0,0.0,10.0,52.5,15.0,85.0
-14,55.0,50.0,60.0,0.0,0.0,0.0,17.5,0.0,40.0,0.0,0.0,5.0,70.0,5.0,90.0
-13,60.0,45.0,65.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,0.0,5.0,67.5,5.0,80.0
-12,45.0,40.0,55.0,0.0,0.0,0.0,5.0,0.0,55.0,2.5,0.0,15.0,72.5,20.0,75.0
-11,50.0,40.0,55.0,0.0,0.0,0.0,25.0,10.0,40.0,7.5,0.0,15.0,72.5,10.0,95.0
-10,55.0,40.0,65.0,0.0,0.0,0.0,17.5,5.0,55.0,15.0,0.0,20.0,92.5,15.0,95.0
-9,55.0,35.0,65.0,0.0,0.0,0.0,32.5,25.0,45.0,10.0,5.0,25.0,82.5,10.0,90.0
-8,50.0,40.0,65.0,2.5,0.0,15.0,37.5,5.0,60.0,12.5,5.0,25.0,90.0,30.0,100.0
-7,55.0,30.0,65.0,7.5,0.0,25.0,27.5,0.0,80.0,15.0,5.0,35.0,82.5,40.0,95.0
-6,70.0,30.0,80.0,15.0,0.0,35.0,32.5,15.0,60.0,27.5,10.0,50.0,82.5,80.0,100.0
-5,60.0,35.0,75.0,32.5,15.0,60.0,60.0,50.0,75.0,37.5,20.0,55.0,97.5,95.0,100.0
-4,65.0,45.0,85.0,30.0,25.0,60.0,47.5,35.0,95.0,52.5,45.0,65.0,100.0,95.0,100.0
-3,80.0,65.0,95.0,22.5,20.0,75.0,60.0,30.0,90.0,70.0,35.0,85.0,100.0,95.0,100.0
-2,100.0,85.0,100.0,62.5,45.0,90.0,75.0,55.0,90.0,87.5,55.0,100.0,100.0,100.0,100.0
-1,100.0,100.0,100.0,72.5,65.0,95.0,75.0,50.0,95.0,97.5,75.0,100.0,100.0,95.0,100.0
0,100.0,95.0,100.0,65.0,65.0,80.0,82.5,75.0,95.0,92.5,80.0,95.0,100.0,100.0,100.0
1,90.0,65.0,95.0,60.0,50.0,75.0,90.0,90.0,95.0,87.5,80.0,90.0,100.0,100.0,100.0
2,85.0,45.0,95.0,67.5,45.0,85.0,90.0,80.0,100.0,75.0,65.0,95.0,100.0,100.0,100.0
3,80.0,50.0,90.0,45.0,40.0,75.0,85.0,70.0,90.0,80.0,55.0,90.0,100.0,100.0,100.0
4,75.0,40.0,90.0,55.0,30.0,70.0,70.0,60.0,80.0,65.0,50.0,80.0,100.0,100.0,100.0
5,75.0,45.0,85.0,30.0,15.0,40.0,57.5,50.0,60.0,42.5,35.0,55.0,100.0,90.0,100.0
6,75.0,45.0,85.0,22.5,5.0,50.0,50.0,40.0,60.0,37.5,25.0,50.0,97.5,90.0,100.0
7,70.0,50.0,75.0,20.0,0.0,35.0,42.5,30.0,55.0,40.0,20.0,65.0,95.0,75.0,100.0
8,70.0,45.0,80.0,2.5,0.0,30.0,30.0,20.0,65.0,27.5,15.0,35.0,97.5,75.0,100.0
9,70.0,50.0,80.0,0.0,0.0,5.0,35.0,25.0,55.0,17.5,5.0,30.0,95.0,70.0,100.0
10,60.0,50.0,70.0,0.0,0.0,0.0,25.0,20.0,40.0,17.5,5.0,25.0,92.5,60.0,100.0
11,55.0,55.0,60.0,0.0,0.0,0.0,37.5,25.0,45.0,10.0,5.0,25.0,92.5,60.0,95.0
12,55.0,45.0,60.0,0.0,0.0,0.0,32.5,20.0,45.0,2.5,0.0,20.0,82.5,40.0,95.0
13,60.0,50.0,70.0,0.0,0.0,0.0,10.0,5.0,20.0,5.0,0.0,10.0,85.0,40.0,85.0
14,45.0,45.0,50.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,15.0,87.5,35.0,90.0
15,55.0,40.0,65.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,75.0,25.0,85.0
16,30.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,80.0,30.0,95.0
20,45.0,35.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5,15.0,80.0
25,50.0,50.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,50.0
30,25.0,15.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,40.0
35,55.0,45.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,35.0
40,65.0,60.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,55.0
45,80.0,75.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,10.0,60.0
50,70.0,65.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,15.0,75.0
60,35.0,25.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,80.0
70,30.0,20.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,50.0,85.0
75,80.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,30.0
80,35.0,30.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,10.0,75.0
90,32.5,25.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,15.0,60.0
100,65.0,55.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,50.0
120,75.0,70.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,10.0,95.0
140,82.5,80.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,10.0,95.0
