TimeDelta,median_ZigBee,LB_ZigBee,UB_ZigBee,median_BLE_2M,LB_BLE_2M,UB_BLE_2M,median_BLE_1M,LB_BLE_1M,UB_BLE_1M,median_BLE_500K,LB_BLE_500K,UB_BLE_500K,median_BLE_125K,LB_BLE_125K,UB_BLE_125K
-140,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,75.0,100.0
-120,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,70.0,100.0
-100,90.0,90.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,35.0,70.0
-90,100.0,65.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,80.0,95.0
-80,95.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,60.0,80.0
-75,100.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,37.5,,
-70,97.5,85.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,60.0,80.0
-60,92.5,85.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,65.0,75.0
-50,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,65.0,75.0
-45,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,50.0,70.0
-40,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,35.0,45.0
-35,90.0,80.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,40.0
-30,90.0,85.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,25.0,45.0
-25,100.0,80.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,70.0,55.0,70.0
-20,95.0,80.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,70.0,85.0
-16,100.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,35.0,,
-15,85.0,85.0,90.0,0.0,0.0,0.0,15.0,10.0,15.0,0.0,0.0,10.0,95.0,80.0,100.0
-14,85.0,80.0,100.0,0.0,0.0,0.0,15.0,10.0,20.0,5.0,0.0,5.0,95.0,95.0,100.0
-13,90.0,90.0,100.0,0.0,0.0,0.0,20.0,15.0,20.0,5.0,0.0,15.0,95.0,85.0,100.0
-12,95.0,90.0,100.0,0.0,0.0,0.0,25.0,15.0,35.0,10.0,0.0,20.0,95.0,90.0,100.0
-11,95.0,95.0,100.0,0.0,0.0,0.0,25.0,20.0,35.0,15.0,0.0,25.0,100.0,95.0,100.0
-10,95.0,90.0,100.0,0.0,0.0,0.0,35.0,25.0,35.0,20.0,0.0,30.0,100.0,95.0,100.0
-9,90.0,85.0,95.0,5.0,0.0,5.0,45.0,40.0,45.0,25.0,20.0,40.0,100.0,100.0,100.0
-8,90.0,80.0,95.0,10.0,0.0,15.0,35.0,25.0,50.0,25.0,15.0,45.0,100.0,95.0,100.0
-7,85.0,70.0,100.0,15.0,10.0,25.0,45.0,40.0,55.0,45.0,20.0,50.0,100.0,100.0,100.0
-6,85.0,75.0,95.0,30.0,25.0,50.0,50.0,40.0,60.0,50.0,35.0,65.0,100.0,100.0,100.0
-5,90.0,75.0,90.0,35.0,25.0,55.0,55.0,45.0,60.0,60.0,55.0,70.0,100.0,100.0,100.0
-4,95.0,90.0,100.0,55.0,50.0,65.0,65.0,60.0,75.0,85.0,65.0,85.0,100.0,100.0,100.0
-3,100.0,100.0,100.0,55.0,50.0,75.0,80.0,75.0,90.0,100.0,80.0,100.0,100.0,100.0,100.0
-2,100.0,100.0,100.0,90.0,85.0,95.0,100.0,90.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0
-1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,100.0,100.0,100.0,90.0,90.0,95.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1,100.0,100.0,100.0,80.0,70.0,85.0,95.0,80.0,100.0,95.0,90.0,100.0,100.0,100.0,100.0
