TimeDelta,median_ZigBee,LB_ZigBee,UB_ZigBee,median_BLE_2M,LB_BLE_2M,UB_BLE_2M,median_BLE_1M,LB_BLE_1M,UB_BLE_1M,median_BLE_500K,LB_BLE_500K,UB_BLE_500K,median_BLE_125K,LB_BLE_125K,UB_BLE_125K
-140,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,75.0,25.0,100.0
-120,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,90.0,0.0,100.0
-100,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,5.0,50.0
-90,95.0,90.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,70.0,20.0,80.0
-80,90.0,85.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,75.0,25.0,85.0
-75,,,,,,,,,,,,,,,
-70,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,70.0,20.0,80.0
-60,95.0,85.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,60.0,30.0,80.0
-50,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,70.0,15.0,95.0
-45,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,55.0,25.0,70.0
-40,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,35.0,25.0,70.0
-35,85.0,80.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,35.0,5.0,45.0
-30,85.0,80.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,15.0,40.0
-25,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,50.0
-20,95.0,85.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,65.0,20.0,95.0
-16,,,,,,,,,,,,,,,
-15,75.0,75.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,85.0,20.0,100.0
-14,80.0,60.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,65.0,15.0,100.0
-13,85.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,80.0,15.0,100.0
-12,90.0,85.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,95.0,40.0,100.0
-11,95.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,70.0,35.0,100.0
-10,95.0,85.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,75.0,45.0,100.0
-9,95.0,85.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,95.0,50.0,100.0
-8,95.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,90.0,45.0,100.0
-7,100.0,90.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,60.0,100.0
-6,85.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,65.0,100.0
-5,85.0,70.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,35.0,100.0,70.0,100.0
-4,75.0,70.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,95.0,80.0,100.0
-3,85.0,60.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,55.0,100.0,65.0,100.0
-2,55.0,50.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,100.0,70.0,100.0
-1,55.0,45.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,100.0,75.0,100.0
0,55.0,55.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,70.0,100.0,55.0,100.0
1,55.0,45.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,40.0,100.0,60.0,100.0
2,75.0,55.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,100.0,70.0,100.0
3,90.0,60.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,100.0,50.0,100.0
4,65.0,50.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,50.0,95.0,65.0,100.0
5,85.0,80.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,45.0,100.0,45.0,100.0
6,85.0,70.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,100.0,40.0,100.0
7,70.0,65.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,45.0,100.0
8,95.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,100.0,40.0,100.0
9,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,35.0,100.0
10,75.0,65.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,95.0,30.0,100.0
11,95.0,80.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,85.0,25.0,100.0
12,85.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,85.0,20.0,100.0
13,85.0,75.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,85.0,10.0,100.0
14,75.0,70.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,80.0,15.0,95.0
15,65.0,50.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,5.0,100.0
16,,,,,,,,,,,,,,,
20,90.0,75.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,75.0,10.0,85.0
25,95.0,90.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,15.0,70.0
30,55.0,45.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,50.0
35,70.0,70.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,65.0
40,100.0,90.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,85.0,25.0,100.0
45,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,90.0,35.0,95.0
50,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0,50.0,90.0
60,95.0,90.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,60.0,25.0,75.0
70,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,70.0,15.0,75.0
75,,,,,,,,,,,,,,,
80,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,50.0,0.0,65.0
90,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,20.0,65.0
100,90.0,90.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,20.0,60.0
120,100.0,90.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,85.0,20.0,100.0
140,100.0,90.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,85.0,10.0,100.0
